"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalAlleOnderliggendeDoodsoorzaken_1";"TotaalInfectieuzeEnParasitaireZktn_2";"k_11Tuberculose_3";"k_12Meningokokkeninfecties_4";"k_13ViraleHepatitis_5";"k_14AIDS_6";"k_15OvInfectieuzeEnParasitaireZktn_7";"TotaalNieuwvormingen_8";"TotaalKwaadaardigeNieuwvormingen_9";"k_211KwNvVanLipMondEnKeel_10";"k_212KwNvVanSlokdarm_11";"k_213KwNvVanMaag_12";"k_214KwNvVanDikkeDarm_13";"k_215KwNvVanEndeldarmEnAnus_14";"k_216KwNvLeverEnIntrahGalwegen_15";"k_217KwNvVanGalblaasEnGalwegen_16";"k_218KwNvVanAlvleesklier_17";"k_219KwNvVanStrottehoofd_18";"k_2110KwNvVanLuchtpijpEnLong_19";"k_2111MelanoomVanHuid_20";"k_2112KwNvVanBorst_21";"k_2113KwNvVanBaarmoederhals_22";"k_2114KwNvVanBaarmoederlichaam_23";"k_2115KwNvVanEierstok_24";"k_2116KwNvVanProstaat_25";"k_2117KwNvNierBehalveNierbekken_26";"k_2118KwNvVanUrineblaas_27";"k_2119KwNvLymfEnBloedvWeefsel_28";"k_2120OvKwaadaardigeNieuwvormingen_29";"k_22OverigeNieuwvormingen_30";"k_3ZktnBloedBloedvormendeOrganenEn_31";"TotaalEndocrieneVoedingsStofwZ_32";"k_41Suikerziekte_33";"k_42OvEndocrieneVoedingsStofwis_34";"TotaalPsychischeStoornissen_35";"k_51PsychischeStoornissenDoorAlcohol_36";"k_52PsychischeStoornissenDrugsEnVl_37";"k_53OverigePsychischeStoornissen_38";"TotaalZiektenZenuwstelselEnZintuigen_39";"k_61Hersenvliesontsteking_40";"k_62ZiekteVanParkinson_41";"k_63OvZktnZenuwstelselEnZintuigen_42";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"k_73Hersenvaatletsels_48";"k_74OverigeZiektenHartEnVaatstelsel_49";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpijsverteringsorganen_57";"k_91MaagzweerEnZweerAanTwaalfvinge_58";"TotaalChronischeLeveraandoeningen_59";"k_921ChronischeLeveraandAlcohol_60";"k_922OvChronischeLeveraandoeningen_61";"k_93OvZiektenSpijsverteringsorganen_62";"k_10ZiektenHuidOnderhuidsBindweefsel_63";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66";"TotaalZktnUrinewegenEnGeslOrganen_67";"k_121ZiektenVanNierEnUrineleider_68";"k_122OvZktnUrinewegenEnGeslOrganen_69";"k_13ComplicatiesZwangerschapBevallin_70";"k_14AandoeningenVDPerinatalePeriode_71";"TotaalAangeborenAfwijkingen_72";"k_151AangeborenAfwZenuwstelsel_73";"k_152AangeborenAfwHartEnBloedvaten_74";"k_153OverigeAangeborenAfwijkingen_75";"TotaalSympEnOnvollOmschrZiekten_76";"k_161Wiegendood_77";"k_162OnvollOmschrEnOnbekOorzaken_78";"k_163OvSymptomenEnOnvolledigOmsch_79";"TotaalUitwendigeDoodsoorzaken_80";"TotaalOngevallen_81";"TotaalVervoersongevallen_82";"k_17111Wegverkeersongevallen_83";"k_17112OverigeVervoersongevallen_84";"k_1712AccidenteleVal_85";"k_1713AccidenteleVerdrinking_86";"k_1714AccidenteleVergiftiging_87";"k_1715OverigeOngevallen_88";"k_172Zelfdoding_89";"k_173MoordEnDoodslag_90";"k_174GebeurtenissenOpzetOnbekend_91";"k_175OverigeUitwendigeDoodsoorzaken_92";"k_18TotaalCOVID19Coronavirus19_93";"k_181VastgesteldeCOVID19_94";"k_182VermoedelijkeCOVID19_95"
"22298";"3000   ";"10000";"GM0394";"2019JJ00";"488";"9";"0";"0";"0";"0";"9";"185";"178";"2";"18";"5";"13";"8";"1";"2";"7";"2";"44";"4";"0";;;;"15";"2";"6";"17";"32";"7";"0";"13";"11";"2";"20";"2";"0";"18";"29";"0";"5";"24";"119";"35";"23";"12";"35";"28";"21";"30";"2";"8";"14";"0";"14";"6";"13";"0";"4";"1";"3";"9";"1";"0";"0";"0";"10";"7";"3";;"3";"0";"0";"0";"0";"26";"0";"19";"7";"30";"20";"3";"3";"0";"13";"0";"2";"2";"6";"1";"0";"3";;;
"22299";"3000   ";"10000";"GM0394";"2020JJ00";"597";"7";"1";"0";"1";"0";"5";"208";"198";"3";"12";"3";"14";"5";"4";"2";"10";"1";"49";"6";"0";;;;"19";"8";"11";"16";"35";"10";"3";"9";"5";"4";"20";"2";"1";"17";"39";"1";"11";"27";"145";"36";"23";"13";"48";"32";"29";"28";"1";"5";"17";"0";"17";"5";"8";"0";"2";"1";"1";"6";"1";"2";"0";"2";"10";"7";"3";;"0";"2";"1";"1";"0";"21";"0";"17";"4";"27";"16";"5";"4";"1";"10";"1";"0";"0";"7";"0";"0";"4";"67";"60";"7"
"22320";"3000   ";"10000";"GM0796";"2016JJ00";"604";"19";"1";"0";"0";"1";"17";"209";"202";"1";"6";"3";"14";"11";"5";"0";"14";"2";"67";"3";"2";;;;"17";"5";"9";"18";"25";"7";"3";"8";"6";"2";"35";"5";"0";"30";"21";"0";"4";"17";"168";"45";"32";"13";"61";"37";"25";"50";"2";"10";"30";"0";"30";"8";"17";"0";"6";"4";"2";"11";"1";"6";"2";"4";"4";"2";"2";;"5";"2";"0";"0";"2";"22";"0";"15";"7";"34";"20";"5";"5";"0";"11";"0";"3";"1";"10";"1";"0";"3";;;
"22321";"3000   ";"10000";"GM0796";"2017JJ00";"603";"9";"0";"0";"1";"0";"8";"202";"193";"3";"11";"3";"17";"9";"6";"3";"10";"1";"45";"5";"0";;;;"27";"5";"6";"13";"29";"9";"1";"9";"9";"0";"27";"0";"1";"26";"24";"2";"7";"15";"157";"44";"27";"17";"53";"29";"31";"56";"2";"16";"29";"0";"29";"9";"23";"1";"6";"2";"4";"16";"1";"1";"1";"0";"13";"9";"4";;"2";"2";"0";"0";"2";"39";"0";"33";"6";"37";"21";"4";"4";"0";"11";"0";"5";"1";"12";"2";"0";"2";;;
"22322";"3000   ";"10000";"GM0796";"2018JJ00";"654";"10";"0";"0";"0";"0";"10";"235";"225";"4";"14";"8";"14";"9";"7";"2";"13";"3";"50";"7";"0";;;;"28";"6";"9";"14";"37";"10";"3";"12";"11";"1";"50";"7";"0";"43";"34";"1";"5";"28";"163";"50";"28";"22";"48";"35";"30";"56";"2";"16";"26";"0";"26";"12";"23";"1";"4";"2";"2";"18";"0";"2";"1";"1";"12";"11";"1";;"1";"0";"0";"0";"0";"23";"0";"17";"6";"30";"17";"5";"4";"1";"11";"0";"1";"0";"12";"0";"0";"1";;;
"22323";"3000   ";"10000";"GM0796";"2019JJ00";"655";"6";"0";"0";"0";"1";"5";"234";"224";"4";"9";"5";"24";"9";"4";"1";"11";"4";"54";"4";"0";;;;"22";"7";"9";"24";"33";"10";"2";"20";"13";"7";"29";"4";"1";"24";"29";"1";"5";"23";"166";"41";"22";"19";"58";"36";"31";"46";"1";"6";"35";"2";"33";"4";"22";"0";"2";"1";"1";"20";"1";"6";"1";"5";"5";"3";"2";;"3";"3";"1";"1";"1";"37";"0";"30";"7";"46";"26";"3";"3";"0";"19";"0";"0";"4";"15";"2";"0";"3";;;
"22324";"3000   ";"10000";"GM0796";"2020JJ00";"741";"17";"0";"0";"0";"0";"17";"237";"226";"7";"9";"9";"21";"10";"2";"1";"13";"1";"58";"2";"1";;;;"21";"6";"6";"24";"35";"11";"1";"14";"8";"6";"23";"0";"0";"23";"37";"0";"5";"32";"135";"45";"24";"21";"47";"25";"18";"51";"3";"10";"27";"0";"27";"11";"18";"1";"2";"1";"1";"15";"1";"3";"1";"2";"8";"4";"4";;"2";"2";"0";"0";"2";"40";"0";"30";"10";"38";"24";"3";"2";"1";"14";"1";"4";"2";"12";"0";"0";"2";"114";"98";"16"
"22345";"3000   ";"10000";"GM0546";"2016JJ00";"388";"7";"0";"0";"0";"0";"7";"145";"139";"2";"4";"6";"11";"7";"6";"1";"8";"1";"37";"3";"0";;;;"13";"5";"7";"10";"18";"6";"0";"7";"7";"0";"32";"2";"1";"29";"24";"0";"14";"10";"99";"28";"20";"8";"36";"18";"17";"25";"0";"7";"13";"0";"13";"5";"10";"0";"4";"4";"0";"6";"0";"1";"1";"0";"4";"3";"1";;"2";"0";"0";"0";"0";"11";"0";"7";"4";"21";"12";"0";"0";"0";"11";"0";"0";"1";"7";"1";"0";"1";;;
"22346";"3000   ";"10000";"GM0546";"2017JJ00";"427";"7";"0";"0";"1";"0";"6";"160";"152";"3";"10";"4";"10";"5";"4";"2";"8";"0";"31";"2";"0";;;;"13";"4";"6";"12";"38";"8";"0";"10";"7";"3";"27";"4";"1";"22";"22";"0";"6";"16";"89";"22";"6";"16";"28";"20";"19";"44";"3";"10";"27";"1";"26";"4";"13";"0";"3";"2";"1";"10";"3";"1";"1";"0";"8";"4";"4";;"1";"2";"0";"2";"0";"18";"0";"13";"5";"22";"12";"0";"0";"0";"9";"2";"1";"0";"8";"1";"0";"1";;;
"22347";"3000   ";"10000";"GM0546";"2018JJ00";"441";"12";"0";"0";"0";"1";"11";"148";"138";"6";"7";"3";"9";"4";"4";"3";"6";"0";"32";"1";"0";;;;"25";"2";"5";"11";"20";"10";"2";"11";"9";"2";"39";"3";"0";"36";"29";"2";"9";"18";"85";"25";"13";"12";"22";"21";"17";"33";"3";"4";"19";"0";"19";"7";"22";"0";"4";"2";"2";"18";"0";"2";"1";"1";"11";"6";"5";;"0";"0";"0";"0";"0";"14";"0";"12";"2";"33";"23";"4";"3";"1";"17";"0";"1";"1";"8";"1";"0";"1";;;
"22348";"3000   ";"10000";"GM0546";"2019JJ00";"475";"9";"0";"0";"0";"0";"9";"144";"137";"2";"9";"7";"4";"3";"2";"1";"9";"0";"30";"3";"0";;;;"18";"4";"7";"15";"23";"7";"3";"12";"11";"1";"40";"5";"1";"34";"20";"0";"6";"14";"99";"18";"11";"7";"29";"29";"23";"51";"3";"14";"26";"0";"26";"8";"27";"0";"6";"5";"1";"21";"2";"4";"0";"4";"17";"12";"5";;"2";"0";"0";"0";"0";"20";"0";"13";"7";"25";"17";"0";"0";"0";"14";"1";"2";"0";"6";"0";"0";"2";;;
"22349";"3000   ";"10000";"GM0546";"2020JJ00";"461";"9";"0";"0";"1";"0";"8";"154";"143";"5";"8";"2";"8";"3";"3";"2";"12";"0";"41";"6";"0";;;;"14";"2";"7";"8";"22";"11";"2";"14";"11";"3";"20";"3";"0";"17";"20";"0";"7";"13";"80";"17";"11";"6";"27";"18";"18";"23";"0";"4";"18";"0";"18";"1";"24";"2";"6";"5";"1";"16";"0";"1";"1";"0";"12";"5";"7";;"1";"0";"0";"0";"0";"31";"0";"22";"9";"23";"15";"0";"0";"0";"11";"4";"0";"0";"6";"0";"0";"2";"47";"41";"6"
"22370";"3000   ";"10000";"GM0935";"2016JJ00";"580";"9";"0";"0";"0";"0";"9";"204";"199";"5";"12";"4";"8";"6";"2";"1";"6";"5";"63";"6";"2";;;;"14";"9";"5";"15";"36";"5";"1";"13";"13";"0";"33";"5";"2";"26";"27";"0";"7";"20";"140";"29";"16";"13";"51";"39";"21";"52";"1";"17";"23";"0";"23";"11";"22";"2";"6";"3";"3";"14";"0";"4";"0";"4";"13";"10";"3";;"0";"2";"0";"0";"2";"17";"0";"12";"5";"43";"33";"5";"5";"0";"22";"0";"3";"3";"6";"0";"0";"4";;;
"22371";"3000   ";"10000";"GM0935";"2017JJ00";"615";"14";"1";"0";"0";"2";"11";"202";"196";"6";"9";"10";"15";"2";"4";"3";"12";"6";"52";"3";"0";;;;"19";"3";"9";"13";"30";"6";"5";"17";"12";"5";"33";"3";"0";"30";"28";"1";"8";"19";"157";"41";"20";"21";"49";"36";"31";"60";"2";"15";"34";"0";"34";"9";"14";"0";"5";"1";"4";"9";"3";"1";"1";"0";"19";"12";"7";;"0";"2";"0";"1";"1";"31";"0";"21";"10";"29";"16";"0";"0";"0";"15";"0";"1";"0";"7";"3";"0";"3";;;
"22372";"3000   ";"10000";"GM0935";"2018JJ00";"596";"17";"1";"0";"0";"0";"16";"192";"190";"3";"4";"2";"17";"4";"5";"1";"12";"1";"48";"5";"1";;;;"16";"3";"10";"18";"40";"2";"1";"12";"11";"1";"31";"1";"0";"30";"25";"0";"3";"22";"169";"48";"32";"16";"56";"29";"36";"43";"4";"10";"19";"1";"18";"10";"22";"1";"7";"4";"3";"14";"1";"5";"1";"4";"10";"1";"9";;"2";"1";"0";"0";"1";"29";"0";"18";"11";"36";"22";"1";"1";"0";"16";"1";"2";"2";"10";"0";"1";"3";;;
"22373";"3000   ";"10000";"GM0935";"2019JJ00";"605";"10";"0";"0";"0";"1";"9";"213";"206";"6";"11";"7";"6";"8";"5";"0";"9";"2";"55";"4";"0";;;;"28";"3";"11";"15";"36";"7";"1";"12";"11";"1";"41";"2";"2";"37";"36";"0";"9";"27";"135";"30";"17";"13";"44";"34";"27";"46";"1";"15";"25";"1";"24";"5";"18";"0";"3";"3";"0";"15";"0";"6";"0";"6";"12";"7";"5";;"1";"3";"0";"0";"3";"37";"1";"27";"9";"34";"23";"1";"1";"0";"21";"0";"1";"0";"9";"0";"0";"2";;;
"22374";"3000   ";"10000";"GM0935";"2020JJ00";"721";"17";"0";"0";"0";"0";"17";"187";"182";"2";"9";"8";"14";"5";"9";"1";"6";"2";"51";"3";"1";;;;"15";"2";"6";"15";"33";"5";"2";"16";"13";"3";"26";"6";"1";"19";"28";"0";"8";"20";"141";"29";"17";"12";"48";"32";"32";"56";"2";"12";"34";"0";"34";"8";"20";"0";"8";"1";"7";"12";"1";"2";"0";"2";"9";"4";"5";;"1";"1";"0";"0";"1";"35";"0";"31";"4";"30";"21";"2";"2";"0";"15";"1";"3";"0";"7";"1";"0";"1";"149";"112";"37"
"22395";"3000   ";"10000";"GM0268";"2016JJ00";"629";"12";"0";"0";"0";"1";"11";"232";"224";"3";"8";"5";"20";"6";"6";"0";"13";"0";"63";"6";"0";;;;"30";"6";"10";"16";"32";"8";"3";"15";"13";"2";"37";"3";"0";"34";"34";"1";"4";"29";"144";"41";"23";"18";"41";"36";"26";"55";"3";"10";"35";"0";"35";"7";"17";"1";"6";"3";"3";"10";"0";"4";"2";"2";"13";"10";"3";;"2";"0";"0";"0";"0";"22";"0";"15";"7";"39";"22";"6";"6";"0";"11";"0";"4";"1";"15";"1";"0";"1";;;
"22396";"3000   ";"10000";"GM0268";"2017JJ00";"675";"14";"0";"0";"0";"0";"14";"217";"209";"1";"11";"4";"16";"4";"5";"0";"14";"2";"61";"5";"1";;;;"20";"6";"6";"19";"34";"8";"2";"20";"14";"6";"54";"9";"0";"45";"31";"0";"9";"22";"153";"46";"21";"25";"47";"36";"24";"59";"1";"14";"35";"0";"35";"9";"26";"0";"5";"3";"2";"21";"1";"4";"0";"4";"13";"5";"8";;"2";"1";"0";"0";"1";"20";"0";"13";"7";"58";"26";"3";"2";"1";"20";"0";"2";"1";"25";"1";"0";"6";;;
"22397";"3000   ";"10000";"GM0268";"2018JJ00";"712";"10";"0";"0";"0";"0";"10";"242";"232";"10";"15";"5";"19";"12";"3";"1";"7";"0";"68";"10";"1";;;;"20";"3";"7";"17";"34";"10";"0";"16";"10";"6";"50";"9";"1";"40";"36";"0";"9";"27";"167";"41";"17";"24";"52";"35";"39";"59";"7";"10";"30";"2";"28";"12";"21";"1";"7";"4";"3";"13";"0";"8";"2";"6";"17";"10";"7";;"4";"3";"0";"1";"2";"25";"0";"22";"3";"54";"35";"4";"4";"0";"26";"2";"1";"2";"15";"0";"0";"4";;;
"22398";"3000   ";"10000";"GM0268";"2019JJ00";"642";"18";"0";"0";"0";"0";"18";"219";"215";"1";"13";"4";"11";"10";"7";"2";"14";"0";"59";"4";"0";;;;"15";"6";"5";"23";"41";"4";"0";"9";"7";"2";"39";"5";"1";"33";"43";"0";"9";"34";"148";"47";"26";"21";"45";"31";"25";"63";"3";"5";"46";"1";"45";"9";"22";"2";"8";"4";"4";"12";"0";"5";"2";"3";"7";"5";"2";;"5";"2";"0";"0";"2";"27";"0";"22";"5";"35";"22";"2";"2";"0";"18";"0";"1";"1";"12";"0";"0";"1";;;
"22399";"3000   ";"10000";"GM0268";"2020JJ00";"772";"13";"0";"0";"1";"0";"12";"236";"232";"1";"20";"5";"27";"8";"6";"3";"9";"1";"63";"5";"0";;;;"25";"2";"5";"19";"33";"4";"1";"24";"20";"4";"40";"2";"2";"36";"35";"0";"11";"24";"171";"46";"23";"23";"51";"42";"32";"46";"2";"10";"25";"1";"24";"9";"20";"0";"3";"0";"3";"17";"0";"1";"1";"0";"8";"7";"1";;"5";"1";"0";"0";"1";"25";"0";"20";"5";"54";"31";"3";"3";"0";"23";"0";"5";"0";"19";"1";"0";"3";"92";"79";"13"
"22420";"3000   ";"10000";"GM0599";"2016JJ00";"2700";"62";"0";"1";"0";"2";"59";"858";"833";"17";"38";"26";"62";"19";"23";"14";"43";"5";"219";"20";"1";;;;"91";"14";"27";"62";"152";"25";"7";"89";"73";"16";"170";"22";"7";"141";"147";"1";"37";"109";"641";"158";"94";"64";"215";"160";"108";"229";"6";"64";"123";"2";"121";"36";"82";"4";"22";"10";"12";"56";"7";"12";"0";"12";"65";"36";"29";;"9";"5";"1";"2";"2";"155";"0";"127";"28";"162";"95";"13";"12";"1";"61";"2";"12";"7";"49";"5";"3";"10";;;
"22421";"3000   ";"10000";"GM0599";"2017JJ00";"2610";"62";"0";"0";"1";"2";"59";"815";"789";"17";"47";"31";"46";"30";"26";"2";"48";"7";"204";"10";"1";;;;"87";"20";"28";"60";"125";"26";"16";"69";"53";"16";"158";"20";"2";"136";"104";"2";"26";"76";"641";"188";"115";"73";"221";"124";"108";"259";"16";"44";"142";"2";"140";"57";"88";"5";"23";"14";"9";"60";"6";"14";"5";"9";"64";"39";"25";;"7";"6";"1";"4";"1";"137";"0";"111";"26";"164";"96";"16";"15";"1";"59";"3";"10";"8";"50";"7";"0";"11";;;
"22422";"3000   ";"10000";"GM0599";"2018JJ00";"2783";"71";"1";"0";"2";"2";"66";"872";"844";"16";"38";"21";"44";"31";"16";"6";"64";"11";"240";"14";"1";;;;"85";"14";"41";"70";"132";"28";"5";"85";"66";"19";"177";"22";"1";"154";"132";"1";"45";"86";"676";"196";"122";"74";"237";"142";"101";"240";"14";"53";"140";"1";"139";"33";"96";"1";"28";"15";"13";"67";"6";"13";"3";"10";"66";"44";"22";;"7";"5";"0";"1";"4";"152";"0";"121";"31";"180";"106";"12";"12";"0";"70";"3";"13";"8";"53";"5";"3";"13";;;
"22423";"3000   ";"10000";"GM0599";"2019JJ00";"2704";"55";"2";"0";"4";"2";"47";"814";"784";"18";"40";"30";"51";"26";"31";"5";"37";"7";"212";"15";"0";;;;"86";"16";"35";"75";"100";"30";"7";"83";"63";"20";"176";"15";"5";"156";"122";"1";"36";"85";"624";"151";"83";"68";"204";"150";"119";"255";"11";"57";"154";"3";"151";"33";"93";"5";"28";"13";"15";"60";"5";"8";"3";"5";"75";"50";"25";;"6";"17";"3";"5";"9";"199";"1";"168";"30";"165";"114";"14";"12";"2";"81";"5";"8";"6";"33";"5";"1";"12";;;
"22424";"3000   ";"10000";"GM0599";"2020JJ00";"3195";"62";"1";"0";"2";"1";"58";"830";"798";"17";"32";"27";"43";"24";"20";"9";"42";"10";"212";"16";"0";;;;"94";"16";"32";"55";"149";"32";"7";"73";"52";"21";"167";"20";"3";"144";"112";"1";"27";"84";"573";"153";"83";"70";"207";"120";"93";"197";"3";"39";"128";"1";"127";"27";"117";"5";"38";"21";"17";"74";"6";"10";"3";"7";"56";"33";"23";;"13";"5";"0";"2";"3";"261";"1";"223";"37";"171";"103";"13";"12";"1";"73";"3";"6";"8";"55";"8";"1";"4";"535";"494";"41"
"22445";"3000   ";"10000";"GM0855";"2016JJ00";"891";"18";"0";"0";"0";"0";"18";"300";"293";"4";"11";"10";"32";"13";"4";"1";"16";"0";"92";"3";"0";;;;"27";"8";"11";"19";"42";"7";"4";"17";"13";"4";"47";"3";"2";"42";"47";"1";"13";"33";"241";"64";"34";"30";"79";"53";"45";"67";"1";"11";"48";"0";"48";"7";"33";"0";"10";"6";"4";"23";"3";"7";"2";"5";"23";"17";"6";;"4";"5";"1";"0";"4";"29";"0";"21";"8";"46";"30";"5";"5";"0";"22";"0";"2";"1";"15";"1";"0";"0";;;
"22446";"3000   ";"10000";"GM0855";"2017JJ00";"922";"18";"0";"0";"0";"0";"18";"337";"326";"4";"18";"13";"23";"6";"3";"3";"13";"2";"101";"3";"1";;;;"28";"8";"11";"20";"69";"11";"1";"24";"16";"8";"53";"5";"0";"48";"47";"1";"13";"33";"206";"57";"34";"23";"62";"42";"45";"80";"1";"21";"47";"1";"46";"11";"33";"0";"10";"5";"5";"23";"0";"4";"0";"4";"17";"9";"8";;"4";"4";"0";"0";"4";"38";"1";"32";"5";"56";"20";"4";"4";"0";"11";"1";"3";"1";"30";"2";"1";"3";;;
"22447";"3000   ";"10000";"GM0855";"2018JJ00";"918";"19";"0";"0";"0";"0";"19";"298";"284";"5";"15";"7";"24";"8";"3";"4";"12";"0";"73";"6";"1";;;;"35";"7";"14";"19";"51";"14";"4";"22";"15";"7";"48";"5";"0";"43";"48";"0";"10";"38";"231";"56";"30";"26";"77";"64";"34";"87";"8";"17";"48";"1";"47";"14";"44";"1";"15";"9";"6";"28";"0";"4";"0";"4";"17";"10";"7";;"3";"3";"0";"0";"3";"32";"0";"26";"6";"58";"40";"6";"6";"0";"27";"3";"2";"2";"16";"0";"0";"2";;;
"22448";"3000   ";"10000";"GM0855";"2019JJ00";"856";"23";"0";"0";"1";"1";"21";"284";"275";"3";"16";"13";"17";"9";"7";"3";"18";"3";"87";"2";"0";;;;"31";"9";"11";"16";"30";"9";"6";"23";"18";"5";"44";"1";"0";"43";"40";"0";"11";"29";"207";"56";"36";"20";"56";"58";"37";"77";"2";"19";"46";"0";"46";"10";"31";"2";"10";"4";"6";"19";"1";"8";"1";"7";"13";"10";"3";;"1";"5";"1";"0";"4";"36";"0";"30";"6";"57";"30";"8";"7";"1";"18";"0";"2";"2";"25";"0";"1";"1";;;
"22449";"3000   ";"10000";"GM0855";"2020JJ00";"1139";"19";"1";"0";"0";"1";"17";"308";"298";"8";"17";"8";"19";"8";"11";"4";"12";"0";"78";"6";"0";;;;"36";"7";"10";"22";"52";"10";"3";"25";"20";"5";"33";"8";"0";"25";"50";"1";"14";"35";"239";"68";"36";"32";"75";"49";"47";"74";"1";"20";"41";"0";"41";"12";"33";"0";"9";"5";"4";"24";"0";"5";"1";"4";"14";"6";"8";;"2";"3";"0";"2";"1";"44";"0";"32";"12";"53";"34";"7";"7";"0";"21";"1";"1";"4";"17";"1";"0";"1";"234";"198";"36"
"22470";"3000   ";"10000";"GM0344";"2016JJ00";"882";"20";"0";"0";"0";"0";"20";"308";"296";"8";"14";"7";"23";"9";"10";"1";"20";"1";"92";"4";"2";;;;"25";"3";"7";"20";"50";"12";"3";"39";"34";"5";"46";"3";"0";"43";"30";"0";"10";"20";"180";"55";"31";"24";"62";"33";"30";"72";"4";"13";"43";"0";"43";"12";"26";"0";"10";"6";"4";"16";"0";"5";"1";"4";"30";"23";"7";;"5";"5";"0";"1";"4";"48";"1";"36";"11";"65";"40";"5";"4";"1";"28";"2";"3";"2";"18";"2";"1";"4";;;
"22471";"3000   ";"10000";"GM0344";"2017JJ00";"900";"24";"0";"0";"1";"0";"23";"316";"313";"8";"23";"16";"19";"8";"5";"1";"18";"4";"78";"5";"0";;;;"43";"6";"13";"24";"42";"3";"2";"24";"16";"8";"61";"8";"1";"52";"45";"1";"14";"30";"200";"56";"29";"27";"66";"42";"36";"71";"4";"22";"34";"1";"33";"11";"29";"0";"10";"8";"2";"19";"4";"5";"3";"2";"16";"9";"7";;"5";"5";"0";"1";"4";"41";"0";"36";"5";"52";"31";"3";"3";"0";"21";"2";"4";"1";"14";"1";"1";"5";;;
"22472";"3000   ";"10000";"GM0344";"2018JJ00";"920";"25";"0";"0";"0";"0";"25";"304";"293";"9";"8";"15";"16";"16";"8";"2";"21";"3";"79";"4";"0";;;;"33";"5";"9";"23";"42";"11";"5";"24";"21";"3";"64";"7";"1";"56";"42";"2";"9";"31";"207";"55";"31";"24";"61";"45";"46";"79";"11";"12";"42";"1";"41";"14";"30";"1";"7";"3";"4";"22";"2";"1";"1";"0";"19";"10";"9";;"3";"5";"0";"2";"3";"56";"0";"46";"10";"54";"26";"7";"6";"1";"15";"2";"2";"0";"23";"0";"1";"4";;;
"22473";"3000   ";"10000";"GM0344";"2019JJ00";"945";"31";"1";"0";"2";"0";"28";"317";"305";"7";"16";"8";"19";"5";"10";"2";"13";"1";"95";"9";"0";;;;"32";"7";"15";"15";"51";"12";"3";"29";"19";"10";"58";"9";"1";"48";"36";"0";"14";"22";"220";"80";"44";"36";"61";"42";"37";"80";"4";"11";"51";"0";"51";"14";"27";"0";"5";"2";"3";"22";"2";"2";"1";"1";"24";"15";"9";;"3";"5";"0";"1";"4";"45";"0";"33";"12";"63";"33";"2";"2";"0";"23";"0";"2";"6";"18";"6";"2";"4";;;
"22474";"3000   ";"10000";"GM0344";"2020JJ00";"1005";"10";"1";"0";"0";"0";"9";"285";"272";"8";"15";"6";"23";"9";"5";"2";"18";"1";"49";"6";"0";;;;"34";"6";"14";"33";"43";"13";"1";"24";"20";"4";"48";"6";"3";"39";"46";"0";"14";"32";"177";"50";"22";"28";"54";"33";"40";"61";"0";"15";"34";"0";"34";"12";"42";"2";"12";"6";"6";"28";"3";"3";"0";"3";"19";"9";"10";;"3";"3";"1";"0";"2";"61";"0";"50";"11";"66";"44";"4";"4";"0";"29";"3";"3";"5";"18";"1";"1";"2";"153";"137";"16"
"22495";"3000   ";"10000";"GM0479";"2016JJ00";"696";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"22496";"3000   ";"10000";"GM0479";"2017JJ00";"664";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"22497";"3000   ";"10000";"GM0479";"2018JJ00";"621";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"22498";"3000   ";"10000";"GM0479";"2019JJ00";"619";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"22499";"3000   ";"10000";"GM0479";"2020JJ00";"742";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
