"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalAlleOnderliggendeDoodsoorzaken_1";"TotaalInfectieuzeEnParasitaireZktn_2";"k_11Tuberculose_3";"k_12Meningokokkeninfecties_4";"k_13ViraleHepatitis_5";"k_14AIDS_6";"k_15OvInfectieuzeEnParasitaireZktn_7";"TotaalNieuwvormingen_8";"TotaalKwaadaardigeNieuwvormingen_9";"k_211KwNvVanLipMondEnKeel_10";"k_212KwNvVanSlokdarm_11";"k_213KwNvVanMaag_12";"k_214KwNvVanDikkeDarm_13";"k_215KwNvVanEndeldarmEnAnus_14";"k_216KwNvLeverEnIntrahGalwegen_15";"k_217KwNvVanGalblaasEnGalwegen_16";"k_218KwNvVanAlvleesklier_17";"k_219KwNvVanStrottehoofd_18";"k_2110KwNvVanLuchtpijpEnLong_19";"k_2111MelanoomVanHuid_20";"k_2112KwNvVanBorst_21";"k_2113KwNvVanBaarmoederhals_22";"k_2114KwNvVanBaarmoederlichaam_23";"k_2115KwNvVanEierstok_24";"k_2116KwNvVanProstaat_25";"k_2117KwNvNierBehalveNierbekken_26";"k_2118KwNvVanUrineblaas_27";"k_2119KwNvLymfEnBloedvWeefsel_28";"k_2120OvKwaadaardigeNieuwvormingen_29";"k_22OverigeNieuwvormingen_30";"k_3ZktnBloedBloedvormendeOrganenEn_31";"TotaalEndocrieneVoedingsStofwZ_32";"k_41Suikerziekte_33";"k_42OvEndocrieneVoedingsStofwis_34";"TotaalPsychischeStoornissen_35";"k_51PsychischeStoornissenDoorAlcohol_36";"k_52PsychischeStoornissenDrugsEnVl_37";"k_53OverigePsychischeStoornissen_38";"TotaalZiektenZenuwstelselEnZintuigen_39";"k_61Hersenvliesontsteking_40";"k_62ZiekteVanParkinson_41";"k_63OvZktnZenuwstelselEnZintuigen_42";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"k_73Hersenvaatletsels_48";"k_74OverigeZiektenHartEnVaatstelsel_49";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpijsverteringsorganen_57";"k_91MaagzweerEnZweerAanTwaalfvinge_58";"TotaalChronischeLeveraandoeningen_59";"k_921ChronischeLeveraandAlcohol_60";"k_922OvChronischeLeveraandoeningen_61";"k_93OvZiektenSpijsverteringsorganen_62";"k_10ZiektenHuidOnderhuidsBindweefsel_63";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66";"TotaalZktnUrinewegenEnGeslOrganen_67";"k_121ZiektenVanNierEnUrineleider_68";"k_122OvZktnUrinewegenEnGeslOrganen_69";"k_13ComplicatiesZwangerschapBevallin_70";"k_14AandoeningenVDPerinatalePeriode_71";"TotaalAangeborenAfwijkingen_72";"k_151AangeborenAfwZenuwstelsel_73";"k_152AangeborenAfwHartEnBloedvaten_74";"k_153OverigeAangeborenAfwijkingen_75";"TotaalSympEnOnvollOmschrZiekten_76";"k_161Wiegendood_77";"k_162OnvollOmschrEnOnbekOorzaken_78";"k_163OvSymptomenEnOnvolledigOmsch_79";"TotaalUitwendigeDoodsoorzaken_80";"TotaalOngevallen_81";"TotaalVervoersongevallen_82";"k_17111Wegverkeersongevallen_83";"k_17112OverigeVervoersongevallen_84";"k_1712AccidenteleVal_85";"k_1713AccidenteleVerdrinking_86";"k_1714AccidenteleVergiftiging_87";"k_1715OverigeOngevallen_88";"k_172Zelfdoding_89";"k_173MoordEnDoodslag_90";"k_174GebeurtenissenOpzetOnbekend_91";"k_175OverigeUitwendigeDoodsoorzaken_92";"k_18TotaalCOVID19Coronavirus19_93";"k_181VastgesteldeCOVID19_94";"k_182VermoedelijkeCOVID19_95"
"1445";"T001038";"10000";"GM0034";"2016JJ00";"980";"22";"0";"0";"1";"0";"21";"350";"341";"6";"17";"10";"28";"15";"7";"5";"20";"0";"74";"4";"21";"2";"3";"8";"29";"2";"6";"36";"48";"9";"3";"24";"19";"5";"51";"4";"0";"47";"49";"0";"10";"39";"224";"57";"37";"20";"65";"54";"48";"85";"1";"27";"42";"2";"40";"15";"30";"1";"10";"3";"7";"19";"2";"5";"2";"3";"13";"6";"7";"0";"6";"3";"1";"1";"1";"62";"0";"36";"26";"51";"30";"4";"4";"0";"22";"1";"2";"1";"15";"0";"0";"6";;;
"1446";"T001038";"10000";"GM0034";"2017JJ00";"942";"20";"0";"0";"0";"0";"20";"336";"317";"5";"16";"9";"25";"9";"4";"2";"25";"1";"81";"7";"25";"2";"3";"7";"20";"4";"5";"23";"44";"19";"3";"37";"22";"15";"51";"7";"0";"44";"48";"0";"8";"40";"207";"46";"25";"21";"66";"55";"40";"67";"3";"19";"35";"0";"35";"10";"32";"0";"7";"4";"3";"25";"3";"7";"3";"4";"18";"11";"7";"0";"2";"0";"0";"0";"0";"49";"0";"25";"24";"62";"29";"0";"0";"0";"22";"1";"2";"4";"24";"2";"2";"5";;;
"1447";"T001038";"10000";"GM0034";"2018JJ00";"1016";"27";"0";"1";"0";"0";"26";"344";"330";"8";"19";"6";"30";"8";"9";"3";"18";"0";"73";"7";"25";"2";"2";"7";"18";"4";"8";"28";"55";"14";"7";"27";"22";"5";"62";"7";"0";"55";"58";"0";"6";"52";"227";"60";"43";"17";"61";"51";"55";"78";"4";"23";"41";"3";"38";"10";"43";"0";"12";"4";"8";"31";"0";"7";"2";"5";"24";"17";"7";"0";"4";"3";"0";"0";"3";"49";"0";"31";"18";"56";"31";"2";"1";"1";"28";"0";"0";"1";"17";"2";"0";"6";;;
"1448";"T001038";"10000";"GM0034";"2019JJ00";"1025";"27";"0";"2";"1";"0";"24";"332";"326";"2";"17";"5";"23";"12";"3";"2";"19";"2";"91";"10";"23";"2";"2";"6";"18";"10";"6";"28";"45";"6";"6";"38";"31";"7";"55";"4";"2";"49";"63";"0";"12";"51";"235";"58";"36";"22";"60";"67";"50";"75";"2";"13";"48";"0";"48";"12";"31";"2";"14";"5";"9";"15";"1";"9";"2";"7";"23";"15";"8";"0";"4";"0";"0";"0";"0";"61";"0";"42";"19";"65";"46";"4";"4";"0";"37";"0";"1";"4";"10";"3";"0";"6";;;
"1449";"T001038";"10000";"GM0034";"2020JJ00";"1084";"21";"0";"0";"0";"1";"20";"346";"331";"2";"14";"8";"19";"10";"15";"6";"30";"0";"82";"6";"17";"5";"3";"4";"21";"5";"4";"26";"54";"15";"6";"34";"26";"8";"49";"4";"0";"45";"58";"0";"7";"51";"208";"46";"31";"15";"74";"40";"48";"61";"1";"13";"38";"1";"37";"9";"29";"0";"7";"6";"1";"22";"1";"7";"1";"6";"12";"8";"4";"0";"1";"4";"0";"0";"4";"89";"0";"75";"14";"56";"35";"4";"4";"0";"29";"0";"2";"0";"12";"2";"3";"4";"102";"91";"11"
"1470";"T001038";"10000";"GM0307";"2016JJ00";"1077";"23";"0";"0";"0";"0";"23";"318";"309";"3";"13";"14";"21";"5";"4";"4";"17";"2";"75";"9";"25";"1";"6";"8";"25";"8";"5";"33";"31";"9";"4";"23";"18";"5";"85";"6";"1";"78";"75";"0";"16";"59";"282";"74";"47";"27";"84";"77";"47";"82";"2";"21";"50";"0";"50";"9";"43";"2";"7";"3";"4";"34";"6";"4";"2";"2";"24";"14";"10";"0";"2";"9";"2";"1";"6";"40";"0";"22";"18";"57";"37";"2";"2";"0";"30";"1";"0";"4";"15";"2";"1";"2";;;
"1471";"T001038";"10000";"GM0307";"2017JJ00";"1094";"26";"0";"1";"1";"0";"24";"307";"301";"3";"15";"11";"26";"12";"6";"2";"18";"2";"51";"4";"21";"2";"1";"9";"18";"9";"9";"25";"57";"6";"5";"25";"14";"11";"110";"5";"0";"105";"83";"0";"22";"61";"267";"56";"31";"25";"104";"62";"45";"85";"3";"21";"51";"0";"51";"10";"36";"1";"10";"5";"5";"25";"1";"4";"1";"3";"15";"13";"2";"0";"3";"5";"0";"1";"4";"49";"0";"24";"25";"73";"41";"6";"6";"0";"31";"0";"3";"1";"21";"1";"0";"10";;;
"1472";"T001038";"10000";"GM0307";"2018JJ00";"1126";"33";"0";"0";"0";"0";"33";"327";"315";"4";"23";"11";"30";"10";"10";"6";"11";"4";"65";"6";"24";"1";"6";"11";"11";"5";"11";"19";"47";"12";"4";"26";"18";"8";"109";"4";"0";"105";"80";"1";"14";"65";"275";"69";"39";"30";"93";"67";"46";"77";"9";"23";"36";"0";"36";"9";"23";"1";"2";"2";"0";"20";"0";"6";"3";"3";"30";"16";"14";"1";"2";"3";"0";"0";"3";"52";"1";"22";"29";"78";"50";"3";"3";"0";"42";"1";"3";"1";"24";"1";"0";"3";;;
"1473";"T001038";"10000";"GM0307";"2019JJ00";"1082";"19";"0";"0";"3";"0";"16";"317";"304";"3";"15";"9";"23";"6";"4";"2";"29";"0";"68";"5";"18";"3";"9";"6";"24";"9";"3";"28";"40";"13";"7";"16";"11";"5";"123";"5";"0";"118";"55";"1";"17";"37";"269";"71";"43";"28";"80";"74";"44";"96";"4";"32";"50";"0";"50";"10";"30";"0";"4";"2";"2";"26";"0";"6";"1";"5";"23";"10";"13";"0";"3";"3";"0";"0";"3";"39";"0";"22";"17";"76";"53";"5";"5";"0";"44";"1";"1";"2";"15";"0";"0";"8";;;
"1474";"T001038";"10000";"GM0307";"2020JJ00";"1153";"21";"1";"0";"0";"0";"20";"320";"311";"6";"12";"6";"31";"6";"7";"3";"22";"1";"65";"4";"26";"0";"3";"4";"22";"3";"12";"22";"56";"9";"2";"25";"19";"6";"82";"5";"0";"77";"54";"1";"10";"43";"275";"56";"29";"27";"101";"67";"51";"64";"3";"14";"41";"1";"40";"6";"35";"1";"11";"5";"6";"23";"4";"3";"1";"2";"25";"15";"10";"0";"8";"2";"1";"0";"1";"44";"0";"22";"22";"67";"50";"1";"1";"0";"48";"0";"0";"1";"13";"1";"0";"3";"122";"100";"22"
"1495";"T001038";"10000";"GM0363";"2016JJ00";"5517";"126";"1";"0";"6";"7";"112";"1666";"1599";"34";"55";"52";"133";"56";"42";"19";"90";"12";"389";"18";"96";"16";"20";"38";"92";"29";"47";"113";"248";"67";"27";"180";"140";"40";"373";"47";"5";"321";"323";"5";"56";"262";"1294";"287";"170";"117";"418";"323";"266";"438";"19";"95";"267";"2";"265";"57";"188";"7";"51";"28";"23";"130";"15";"43";"11";"32";"112";"58";"54";"1";"30";"20";"2";"1";"17";"312";"1";"240";"71";"369";"212";"19";"19";"0";"148";"11";"22";"12";"90";"19";"2";"46";;;
"1496";"T001038";"10000";"GM0363";"2017JJ00";"5169";"117";"2";"0";"2";"5";"108";"1553";"1501";"30";"59";"38";"123";"44";"49";"18";"101";"9";"368";"35";"94";"11";"21";"35";"85";"25";"34";"126";"196";"52";"14";"163";"125";"38";"359";"41";"5";"313";"286";"3";"43";"240";"1206";"258";"141";"117";"412";"272";"264";"424";"12";"97";"256";"6";"250";"59";"175";"9";"59";"34";"25";"107";"11";"34";"14";"20";"106";"54";"52";"0";"30";"17";"0";"5";"12";"315";"0";"215";"100";"359";"226";"23";"21";"2";"170";"6";"18";"9";"94";"11";"1";"27";;;
"1497";"T001038";"10000";"GM0363";"2018JJ00";"5374";"126";"2";"0";"3";"4";"117";"1614";"1560";"40";"56";"44";"124";"45";"29";"19";"119";"10";"367";"27";"88";"13";"24";"33";"91";"21";"44";"113";"253";"54";"14";"178";"141";"37";"380";"44";"5";"331";"321";"2";"51";"268";"1175";"272";"165";"107";"371";"286";"246";"477";"29";"113";"261";"4";"257";"74";"163";"7";"44";"19";"25";"112";"13";"50";"19";"31";"109";"69";"40";"1";"28";"19";"1";"9";"9";"339";"1";"232";"106";"367";"232";"21";"19";"2";"166";"13";"23";"9";"88";"9";"0";"38";;;
"1498";"T001038";"10000";"GM0363";"2019JJ00";"5248";"136";"1";"0";"3";"7";"125";"1579";"1527";"36";"57";"43";"93";"41";"37";"17";"112";"9";"374";"17";"98";"8";"25";"27";"86";"25";"31";"127";"264";"52";"23";"155";"119";"36";"385";"32";"1";"352";"270";"8";"46";"216";"1156";"282";"192";"90";"333";"284";"257";"445";"23";"113";"251";"8";"243";"58";"162";"10";"43";"24";"19";"109";"16";"38";"12";"26";"117";"62";"55";"0";"18";"11";"1";"2";"8";"368";"2";"264";"102";"369";"225";"19";"16";"3";"170";"5";"23";"8";"90";"13";"1";"40";;;
"1499";"T001038";"10000";"GM0363";"2020JJ00";"5763";"96";"1";"0";"3";"1";"91";"1542";"1481";"44";"58";"49";"100";"40";"41";"11";"111";"8";"346";"20";"99";"10";"19";"18";"90";"20";"35";"99";"263";"61";"23";"149";"114";"35";"296";"39";"11";"246";"278";"5";"65";"208";"1077";"268";"180";"88";"340";"270";"199";"337";"8";"92";"185";"4";"181";"52";"175";"8";"55";"25";"30";"112";"15";"43";"8";"35";"120";"71";"49";"0";"17";"16";"2";"4";"10";"388";"1";"283";"104";"347";"221";"17";"14";"3";"160";"7";"27";"10";"85";"7";"1";"33";"844";"734";"110"
"1520";"T001038";"10000";"GM0200";"2016JJ00";"1577";"39";"1";"0";"0";"0";"38";"497";"479";"12";"20";"17";"37";"12";"4";"4";"33";"2";"129";"9";"39";"1";"6";"19";"24";"6";"11";"39";"55";"18";"7";"38";"34";"4";"142";"11";"0";"131";"87";"0";"17";"70";"394";"81";"39";"42";"139";"92";"82";"146";"9";"32";"84";"3";"81";"21";"41";"0";"9";"7";"2";"32";"2";"17";"3";"14";"26";"18";"8";"0";"4";"11";"0";"5";"6";"52";"0";"21";"31";"74";"46";"4";"4";"0";"40";"0";"0";"2";"14";"1";"0";"13";;;
"1521";"T001038";"10000";"GM0200";"2017JJ00";"1524";"30";"1";"0";"0";"0";"29";"439";"418";"10";"18";"13";"33";"11";"8";"7";"31";"1";"93";"10";"25";"1";"3";"9";"34";"7";"15";"33";"56";"21";"3";"28";"23";"5";"168";"8";"1";"159";"106";"1";"26";"79";"396";"80";"48";"32";"135";"96";"85";"138";"2";"42";"76";"5";"71";"18";"36";"1";"7";"2";"5";"28";"3";"15";"4";"11";"37";"27";"10";"0";"5";"7";"1";"0";"6";"38";"0";"12";"26";"75";"46";"3";"3";"0";"37";"0";"5";"1";"19";"0";"1";"9";;;
"1522";"T001038";"10000";"GM0200";"2018JJ00";"1581";"39";"0";"0";"0";"0";"39";"466";"443";"10";"21";"11";"41";"12";"9";"3";"20";"4";"100";"15";"30";"3";"4";"11";"31";"7";"13";"36";"62";"23";"7";"39";"31";"8";"164";"10";"0";"154";"99";"1";"12";"86";"394";"89";"53";"36";"136";"101";"68";"133";"14";"34";"71";"2";"69";"14";"47";"1";"12";"5";"7";"34";"2";"14";"3";"11";"34";"19";"15";"0";"4";"3";"0";"0";"3";"52";"0";"24";"28";"84";"57";"5";"5";"0";"44";"0";"3";"5";"22";"2";"0";"3";;;
"1523";"T001038";"10000";"GM0200";"2019JJ00";"1614";"31";"0";"0";"0";"1";"30";"480";"456";"9";"18";"13";"35";"12";"9";"3";"32";"1";"95";"7";"34";"2";"7";"12";"35";"7";"16";"38";"71";"24";"10";"44";"36";"8";"137";"12";"0";"125";"114";"0";"22";"92";"389";"93";"56";"37";"122";"98";"76";"135";"9";"36";"76";"1";"75";"14";"52";"0";"14";"8";"6";"38";"2";"10";"3";"7";"50";"31";"19";"0";"1";"4";"1";"1";"2";"59";"0";"23";"36";"96";"55";"11";"11";"0";"39";"0";"2";"3";"24";"1";"0";"16";;;
"1524";"T001038";"10000";"GM0200";"2020JJ00";"1780";"45";"0";"0";"0";"0";"45";"488";"478";"11";"20";"14";"45";"11";"15";"3";"22";"4";"85";"6";"35";"2";"9";"19";"37";"6";"20";"33";"81";"10";"6";"40";"33";"7";"139";"5";"1";"133";"101";"0";"10";"91";"378";"77";"45";"32";"117";"113";"71";"111";"2";"32";"53";"4";"49";"24";"52";"3";"8";"6";"2";"41";"2";"12";"2";"10";"29";"22";"7";"0";"6";"6";"0";"0";"6";"85";"0";"32";"53";"89";"61";"6";"5";"1";"51";"1";"2";"1";"24";"0";"0";"4";"191";"155";"36"
"1545";"T001038";"10000";"GM0202";"2016JJ00";"1226";"26";"0";"1";"1";"0";"24";"356";"339";"7";"8";"10";"24";"8";"3";"2";"21";"2";"88";"5";"26";"1";"4";"6";"18";"5";"9";"24";"68";"17";"7";"37";"32";"5";"96";"6";"1";"89";"80";"2";"13";"65";"303";"64";"36";"28";"100";"76";"63";"115";"6";"34";"61";"2";"59";"14";"41";"1";"11";"4";"7";"29";"0";"6";"4";"2";"21";"10";"11";"0";"7";"3";"1";"1";"1";"52";"0";"30";"22";"76";"47";"4";"4";"0";"37";"1";"4";"1";"18";"0";"0";"11";;;
"1546";"T001038";"10000";"GM0202";"2017JJ00";"1282";"27";"0";"0";"0";"0";"27";"367";"353";"4";"21";"7";"21";"13";"8";"3";"22";"4";"85";"4";"29";"1";"3";"7";"23";"5";"12";"19";"62";"14";"3";"23";"18";"5";"127";"10";"0";"117";"90";"1";"25";"64";"311";"77";"47";"30";"108";"80";"46";"117";"10";"34";"60";"4";"56";"13";"49";"3";"10";"2";"8";"36";"3";"10";"4";"6";"31";"13";"18";"0";"4";"7";"0";"1";"6";"41";"0";"29";"12";"72";"41";"6";"3";"3";"33";"0";"2";"0";"22";"1";"0";"8";;;
"1547";"T001038";"10000";"GM0202";"2018JJ00";"1371";"29";"1";"0";"2";"2";"24";"413";"397";"8";"19";"11";"26";"15";"8";"4";"29";"2";"103";"11";"32";"0";"4";"8";"21";"3";"12";"23";"58";"16";"7";"25";"19";"6";"142";"9";"0";"133";"95";"0";"23";"72";"316";"78";"47";"31";"85";"85";"68";"135";"10";"30";"83";"1";"82";"12";"34";"2";"11";"4";"7";"21";"2";"2";"0";"2";"27";"14";"13";"0";"3";"5";"0";"1";"4";"64";"0";"29";"35";"72";"49";"3";"3";"0";"40";"0";"2";"4";"16";"4";"1";"2";;;
"1548";"T001038";"10000";"GM0202";"2019JJ00";"1327";"44";"0";"0";"1";"2";"41";"360";"348";"8";"16";"12";"23";"8";"8";"2";"31";"2";"82";"3";"20";"2";"4";"8";"22";"8";"10";"22";"57";"12";"8";"37";"27";"10";"115";"4";"2";"109";"85";"0";"11";"74";"332";"59";"31";"28";"115";"87";"71";"110";"10";"25";"62";"4";"58";"13";"44";"1";"16";"11";"5";"27";"5";"13";"2";"11";"34";"22";"12";"0";"5";"6";"0";"2";"4";"52";"1";"27";"24";"77";"52";"5";"5";"0";"43";"0";"1";"3";"19";"0";"0";"6";;;
"1549";"T001038";"10000";"GM0202";"2020JJ00";"1406";"36";"0";"0";"0";"0";"36";"365";"355";"7";"19";"6";"22";"12";"11";"6";"29";"2";"85";"4";"33";"2";"2";"9";"15";"6";"6";"25";"54";"10";"2";"40";"29";"11";"111";"8";"0";"103";"77";"1";"14";"62";"305";"68";"41";"27";"93";"89";"55";"88";"5";"15";"49";"0";"49";"19";"48";"0";"8";"3";"5";"40";"2";"8";"6";"2";"28";"16";"12";"0";"5";"2";"0";"0";"2";"63";"0";"34";"29";"87";"53";"4";"4";"0";"43";"1";"1";"4";"27";"3";"0";"4";"139";"125";"14"
"1570";"T001038";"10000";"GM0758";"2016JJ00";"1637";"40";"0";"0";"0";"0";"40";"491";"470";"11";"18";"12";"38";"13";"7";"5";"27";"4";"128";"6";"27";"1";"3";"16";"19";"10";"19";"32";"74";"21";"8";"40";"32";"8";"146";"6";"0";"140";"84";"1";"19";"64";"423";"82";"46";"36";"151";"112";"78";"129";"4";"25";"81";"3";"78";"19";"47";"1";"5";"1";"4";"41";"0";"15";"5";"10";"47";"34";"13";"0";"3";"2";"0";"2";"0";"66";"0";"19";"47";"96";"66";"7";"7";"0";"51";"0";"3";"5";"24";"0";"0";"6";;;
"1571";"T001038";"10000";"GM0758";"2017JJ00";"1658";"45";"1";"0";"0";"0";"44";"468";"447";"7";"20";"15";"40";"10";"6";"5";"28";"2";"105";"8";"29";"5";"4";"15";"29";"8";"13";"38";"60";"21";"6";"37";"31";"6";"150";"10";"1";"139";"73";"0";"24";"49";"444";"78";"42";"36";"158";"113";"95";"146";"6";"35";"76";"0";"76";"29";"57";"3";"10";"3";"7";"44";"3";"10";"4";"6";"43";"26";"17";"0";"4";"2";"0";"0";"2";"62";"0";"29";"33";"108";"72";"10";"10";"0";"54";"0";"5";"3";"28";"2";"1";"5";;;
"1572";"T001038";"10000";"GM0758";"2018JJ00";"1672";"43";"0";"0";"0";"0";"43";"483";"471";"11";"28";"11";"40";"16";"4";"2";"29";"6";"117";"6";"38";"2";"3";"12";"24";"8";"17";"30";"67";"12";"6";"35";"28";"7";"157";"12";"1";"144";"80";"1";"27";"52";"427";"59";"40";"19";"139";"133";"96";"169";"17";"36";"82";"0";"82";"34";"56";"1";"10";"3";"7";"45";"3";"8";"2";"6";"44";"24";"20";"0";"2";"5";"1";"1";"3";"60";"0";"27";"33";"94";"64";"7";"6";"1";"51";"1";"3";"2";"26";"1";"0";"3";;;
"1573";"T001038";"10000";"GM0758";"2019JJ00";"1691";"47";"0";"0";"0";"0";"47";"489";"471";"7";"12";"15";"30";"14";"8";"5";"23";"4";"128";"10";"31";"3";"6";"14";"23";"12";"7";"45";"74";"18";"5";"48";"37";"11";"162";"7";"0";"155";"74";"0";"19";"55";"444";"77";"49";"28";"160";"120";"87";"143";"6";"40";"74";"1";"73";"23";"44";"0";"3";"1";"2";"41";"2";"14";"3";"11";"42";"23";"19";"0";"2";"4";"1";"1";"2";"68";"0";"26";"42";"103";"68";"8";"8";"0";"47";"2";"7";"4";"22";"3";"1";"9";;;
"1574";"T001038";"10000";"GM0758";"2020JJ00";"1835";"37";"0";"0";"0";"0";"37";"506";"490";"6";"22";"14";"47";"14";"9";"2";"27";"1";"120";"6";"43";"4";"4";"4";"26";"7";"16";"39";"79";"16";"3";"33";"26";"7";"132";"6";"1";"125";"89";"0";"15";"74";"388";"76";"41";"35";"147";"101";"64";"113";"6";"36";"57";"0";"57";"14";"53";"1";"13";"8";"5";"39";"5";"13";"3";"10";"36";"24";"12";"0";"5";"1";"0";"1";"0";"98";"0";"53";"45";"97";"69";"5";"5";"0";"58";"0";"4";"2";"22";"1";"0";"5";"226";"200";"26"
"1595";"T001038";"10000";"GM0505";"2016JJ00";"1103";"32";"0";"0";"1";"1";"30";"328";"317";"3";"15";"9";"16";"5";"4";"4";"19";"1";"80";"5";"20";"2";"3";"6";"21";"6";"8";"30";"60";"11";"6";"18";"10";"8";"113";"7";"2";"104";"39";"0";"5";"34";"301";"64";"45";"19";"114";"78";"45";"79";"1";"28";"44";"0";"44";"6";"37";"1";"14";"5";"9";"22";"2";"12";"3";"9";"28";"15";"13";"0";"1";"2";"0";"0";"2";"46";"0";"26";"20";"59";"41";"3";"3";"0";"34";"0";"3";"1";"6";"2";"1";"9";;;
"1596";"T001038";"10000";"GM0505";"2017JJ00";"1135";"32";"0";"1";"0";"1";"30";"371";"363";"9";"14";"16";"29";"19";"4";"3";"32";"0";"75";"8";"23";"1";"7";"7";"15";"5";"8";"30";"58";"8";"3";"24";"19";"5";"90";"2";"2";"86";"46";"0";"12";"34";"276";"70";"43";"27";"93";"66";"47";"88";"1";"28";"45";"1";"44";"14";"40";"1";"8";"4";"4";"31";"1";"9";"3";"6";"31";"21";"10";"0";"1";"1";"0";"0";"1";"57";"0";"32";"25";"65";"53";"2";"2";"0";"48";"0";"2";"1";"5";"1";"2";"4";;;
"1597";"T001038";"10000";"GM0505";"2018JJ00";"1131";"20";"0";"0";"0";"0";"20";"338";"324";"7";"14";"7";"23";"14";"6";"0";"20";"1";"86";"5";"20";"1";"3";"12";"23";"5";"6";"22";"49";"14";"4";"20";"12";"8";"101";"10";"0";"91";"62";"1";"11";"50";"274";"65";"35";"30";"83";"75";"51";"100";"15";"30";"44";"0";"44";"11";"36";"1";"11";"3";"8";"24";"2";"8";"4";"4";"24";"11";"13";"0";"1";"2";"0";"1";"1";"64";"0";"39";"25";"75";"54";"4";"3";"1";"44";"1";"2";"3";"12";"1";"0";"8";;;
"1598";"T001038";"10000";"GM0505";"2019JJ00";"1093";"28";"1";"1";"1";"1";"24";"308";"300";"6";"15";"9";"25";"5";"6";"0";"19";"3";"63";"3";"18";"0";"1";"10";"16";"8";"12";"24";"57";"8";"3";"26";"16";"10";"91";"11";"1";"79";"40";"2";"11";"27";"265";"61";"36";"25";"92";"64";"48";"102";"2";"26";"63";"0";"63";"11";"49";"1";"13";"7";"6";"35";"3";"8";"0";"8";"32";"23";"9";"1";"0";"9";"0";"4";"5";"48";"0";"30";"18";"80";"51";"2";"1";"1";"45";"0";"2";"2";"18";"4";"0";"7";;;
"1599";"T001038";"10000";"GM0505";"2020JJ00";"1269";"28";"0";"0";"1";"1";"26";"335";"315";"4";"19";"7";"17";"8";"9";"2";"24";"0";"76";"5";"21";"2";"5";"6";"23";"2";"11";"21";"53";"20";"4";"25";"19";"6";"89";"3";"0";"86";"49";"1";"9";"39";"259";"58";"37";"21";"90";"64";"47";"79";"3";"25";"41";"1";"40";"10";"31";"0";"6";"3";"3";"25";"4";"6";"3";"3";"23";"13";"10";"0";"0";"4";"0";"2";"2";"78";"0";"57";"21";"78";"65";"6";"6";"0";"53";"1";"4";"1";"8";"1";"0";"4";"177";"157";"20"
"1620";"T001038";"10000";"GM0228";"2016JJ00";"905";"22";"1";"0";"0";"0";"21";"284";"272";"0";"7";"9";"16";"4";"1";"0";"23";"3";"56";"1";"23";"1";"1";"6";"24";"9";"11";"24";"53";"12";"0";"15";"14";"1";"56";"1";"0";"55";"55";"2";"6";"47";"242";"48";"27";"21";"80";"71";"43";"66";"1";"23";"36";"1";"35";"6";"24";"0";"4";"3";"1";"20";"4";"5";"1";"4";"14";"7";"7";"0";"5";"7";"0";"3";"4";"43";"0";"17";"26";"63";"42";"11";"9";"2";"30";"0";"0";"1";"16";"1";"1";"3";;;
"1621";"T001038";"10000";"GM0228";"2017JJ00";"909";"23";"0";"0";"0";"0";"23";"283";"272";"5";"11";"2";"23";"10";"6";"1";"18";"1";"62";"2";"19";"1";"3";"7";"26";"6";"6";"20";"43";"11";"3";"15";"11";"4";"49";"5";"0";"44";"56";"1";"10";"45";"237";"54";"29";"25";"81";"59";"43";"85";"2";"22";"44";"3";"41";"17";"24";"0";"4";"1";"3";"20";"1";"6";"1";"5";"24";"13";"11";"0";"4";"1";"0";"0";"1";"55";"0";"25";"30";"43";"27";"6";"6";"0";"17";"1";"2";"1";"9";"1";"1";"5";;;
"1622";"T001038";"10000";"GM0228";"2018JJ00";"915";"23";"1";"0";"0";"0";"22";"273";"262";"5";"12";"3";"25";"5";"6";"2";"20";"0";"63";"3";"15";"1";"4";"7";"21";"5";"6";"19";"40";"11";"5";"14";"9";"5";"79";"2";"0";"77";"59";"0";"13";"46";"235";"42";"20";"22";"80";"66";"47";"79";"3";"22";"36";"1";"35";"18";"34";"0";"6";"3";"3";"28";"1";"6";"0";"6";"22";"16";"6";"0";"2";"5";"0";"0";"5";"31";"0";"10";"21";"47";"30";"5";"5";"0";"19";"1";"0";"5";"11";"0";"0";"6";;;
