"ID";"RegioS";"Perioden";"BevolkingAanHetBeginVanDePeriode_1";"LevendGeborenKinderen_2";"Overledenen_3";"TotaleVestiging_4";"VestigingVanuitEenAndereGemeente_5";"Immigratie_6";"TotaalVertrekInclAdmCorrecties_7";"VertrekNaarAndereGemeente_8";"EmigratieInclusiefAdmCorrecties_9";"OverigeCorrecties_10";"Bevolkingsgroei_11";"BevolkingsgroeiRelatief_12";"BevolkingsgroeiSinds1Januari_13";"BevolkingsgroeiSinds1JanuariRela_14";"BevolkingAanHetEindeVanDePeriode_15"
"53824";"GM0689";"2006JJ00";"14497";"173";"81";"460";"453";"7";"590";"559";"31";"-3";"-41";"-0.28";"-41";"-0.28";"14456"
"53837";"GM0689";"2007JJ00";"14456";"141";"72";"467";"455";"12";"571";"533";"38";"1";"-34";"-0.24";"-34";"-0.24";"14422"
"53850";"GM0689";"2008JJ00";"14422";"160";"85";"474";"413";"61";"558";"536";"22";"-2";"-11";"-0.08";"-11";"-0.08";"14411"
"53863";"GM0689";"2009JJ00";"14411";"159";"86";"470";"438";"32";"506";"467";"39";"3";"40";"0.28";"40";"0.28";"14451"
"53876";"GM0689";"2010JJ00";"14451";"155";"89";"483";"433";"50";"573";"545";"28";"0";"-24";"-0.17";"-24";"-0.17";"14427"
"53889";"GM0689";"2011JJ00";"14427";"179";"83";"486";"434";"52";"500";"460";"40";"-1";"81";"0.56";"81";"0.56";"14508"
"53902";"GM0689";"2012JJ00";"14508";"149";"82";"412";"373";"39";"522";"479";"43";"1";"-42";"-0.29";"-42";"-0.29";"14466"
"53915";"GM0689";"2013JJ00";"14466";"134";"84";"462";"424";"38";"534";"496";"38";"-2";"-24";"-0.17";"-24";"-0.17";"14442"
"53928";"GM0689";"2014JJ00";"14442";"141";"92";"542";"503";"39";"571";"533";"38";"2";"22";"0.15";"22";"0.15";"14464"
"53941";"GM0689";"2015JJ00";"14464";"131";"93";"637";"594";"43";"595";"564";"31";"0";"80";"0.55";"80";"0.55";"14544"
"53954";"GM0689";"2016JJ00";"14544";"124";"98";"669";"621";"48";"644";"609";"35";"1";"52";"0.36";"52";"0.36";"14596"
"53967";"GM0689";"2017JJ00";"14596";"124";"96";"674";"604";"70";"742";"697";"45";"-5";"-45";"-0.31";"-45";"-0.31";"14551"
"53980";"GM0689";"2018JJ00";"14551";"124";"92";"653";"583";"70";"701";"643";"58";"5";"-11";"-0.08";"-11";"-0.08";"14540"
"53993";"GM0689";"2019JJ00";;;;;;;;;;;;;;;
"54006";"GM0689";"2020JJ00";;;;;;;;;;;;;;;
"54028";"GM0784";"2002JJ00";"24737";"281";"164";"1009";"850";"159";"980";"839";"141";"11";"157";"0.63";"157";"0.63";"24894"
"54041";"GM0784";"2003JJ00";"24894";"313";"182";"1040";"795";"245";"990";"884";"106";"18";"199";"0.8";"199";"0.8";"25093"
"54054";"GM0784";"2004JJ00";"25093";"279";"171";"973";"785";"188";"973";"884";"89";"-5";"103";"0.41";"103";"0.41";"25196"
"54067";"GM0784";"2005JJ00";"25196";"252";"169";"1182";"777";"405";"1192";"1059";"133";"-3";"70";"0.28";"70";"0.28";"25266"
"54080";"GM0784";"2006JJ00";"25266";"284";"175";"1216";"786";"430";"1218";"1136";"82";"3";"110";"0.44";"110";"0.44";"25376"
"54093";"GM0784";"2007JJ00";"25376";"277";"168";"1489";"932";"557";"1331";"1229";"102";"1";"268";"1.06";"268";"1.06";"25644"
"54106";"GM0784";"2008JJ00";"25644";"248";"160";"1391";"781";"610";"1339";"1264";"75";"5";"145";"0.57";"145";"0.57";"25789"
"54119";"GM0784";"2009JJ00";"25789";"289";"188";"1371";"693";"678";"1286";"1215";"71";"0";"186";"0.72";"186";"0.72";"25975"
"54132";"GM0784";"2010JJ00";"25975";"272";"197";"1150";"723";"427";"1438";"1281";"157";"2";"-211";"-0.81";"-211";"-0.81";"25764"
"54145";"GM0784";"2011JJ00";"25764";"255";"198";"920";"735";"185";"1155";"984";"171";"3";"-175";"-0.68";"-175";"-0.68";"25589"
"54158";"GM0784";"2012JJ00";"25589";"253";"183";"1145";"1019";"126";"949";"836";"113";"3";"269";"1.05";"269";"1.05";"25858"
"54171";"GM0784";"2013JJ00";"25858";"234";"200";"1202";"986";"216";"1026";"910";"116";"1";"211";"0.82";"211";"0.82";"26069"
"54184";"GM0784";"2014JJ00";"26069";"260";"214";"1123";"902";"221";"1180";"1050";"130";"7";"-4";"-0.02";"-4";"-0.02";"26065"
"54197";"GM0784";"2015JJ00";"26065";"227";"191";"1486";"946";"540";"1436";"1312";"124";"1";"87";"0.33";"87";"0.33";"26152"
"54210";"GM0784";"2016JJ00";"26152";"249";"244";"4322";"1371";"2951";"4278";"4164";"114";"19";"68";"0.26";"68";"0.26";"26220"
"54223";"GM0784";"2017JJ00";"26220";"265";"218";"2179";"1294";"885";"2140";"2003";"137";"7";"93";"0.35";"93";"0.35";"26313"
"54236";"GM0784";"2018JJ00";"26313";"248";"227";"2276";"1144";"1132";"2182";"2063";"119";"3";"118";"0.45";"118";"0.45";"26431"
"54249";"GM0784";"2019JJ00";"26431";"246";"210";"2183";"1063";"1120";"2237";"2088";"149";"18";"0";"0";"0";"0";"26431"
"54262";"GM0784";"2020JJ00";"26431";"257";"222";"3742";"1716";"2026";"3509";"3385";"124";"24";"292";"1.1";"292";"1.1";"26723"
"54284";"GM0511";"2002JJ00";"11363";"148";"91";"345";"324";"21";"278";"261";"17";"4";"128";"1.13";"128";"1.13";"11491"
"54297";"GM0511";"2003JJ00";"11491";"169";"112";"291";"263";"28";"295";"284";"11";"0";"53";"0.46";"53";"0.46";"11544"
"54310";"GM0511";"2004JJ00";"11544";"147";"94";"274";"253";"21";"285";"266";"19";"5";"47";"0.41";"47";"0.41";"11591"
"54323";"GM0511";"2005JJ00";"11591";"155";"94";"319";"299";"20";"344";"329";"15";"4";"40";"0.35";"40";"0.35";"11631"
"54336";"GM0511";"2006JJ00";"11631";"143";"102";"272";"255";"17";"300";"289";"11";"2";"15";"0.13";"15";"0.13";"11646"
"54349";"GM0511";"2007JJ00";"11646";"147";"90";"263";"230";"33";"386";"353";"33";"9";"-57";"-0.49";"-57";"-0.49";"11589"
"54362";"GM0511";"2008JJ00";"11589";"126";"82";"263";"245";"18";"396";"370";"26";"5";"-84";"-0.72";"-84";"-0.72";"11505"
"54375";"GM0511";"2009JJ00";"11505";"109";"96";"217";"183";"34";"315";"295";"20";"0";"-85";"-0.74";"-85";"-0.74";"11420"
"54388";"GM0511";"2010JJ00";"11420";"121";"75";"262";"234";"28";"321";"311";"10";"2";"-11";"-0.1";"-11";"-0.1";"11409"
"54401";"GM0511";"2011JJ00";"11409";"104";"100";"259";"212";"47";"292";"279";"13";"0";"-29";"-0.25";"-29";"-0.25";"11380"
"54414";"GM0511";"2012JJ00";"11380";"99";"86";"260";"231";"29";"320";"276";"44";"-4";"-51";"-0.45";"-51";"-0.45";"11329"
"54427";"GM0511";"2013JJ00";;;;;;;;;;;;;;;
"54440";"GM0511";"2014JJ00";;;;;;;;;;;;;;;
"54453";"GM0511";"2015JJ00";;;;;;;;;;;;;;;
"54466";"GM0511";"2016JJ00";;;;;;;;;;;;;;;
"54479";"GM0511";"2017JJ00";;;;;;;;;;;;;;;
"54492";"GM0511";"2018JJ00";;;;;;;;;;;;;;;
"54505";"GM0511";"2019JJ00";;;;;;;;;;;;;;;
"54518";"GM0511";"2020JJ00";;;;;;;;;;;;;;;
"54540";"GM1924";"2002JJ00";;;;;;;;;;;;;;;
"54553";"GM1924";"2003JJ00";;;;;;;;;;;;;;;
"54566";"GM1924";"2004JJ00";;;;;;;;;;;;;;;
"54579";"GM1924";"2005JJ00";;;;;;;;;;;;;;;
"54592";"GM1924";"2006JJ00";;;;;;;;;;;;;;;
"54605";"GM1924";"2007JJ00";;;;;;;;;;;;;;;
"54618";"GM1924";"2008JJ00";;;;;;;;;;;;;;;
"54631";"GM1924";"2009JJ00";;;;;;;;;;;;;;;
"54644";"GM1924";"2010JJ00";;;;;;;;;;;;;;;
"54657";"GM1924";"2011JJ00";;;;;;;;;;;;;;;
"54670";"GM1924";"2012JJ00";;;;;;;;;;;;;;;
"54683";"GM1924";"2013JJ00";"48259";"473";"424";"1008";"874";"134";"1047";"951";"96";"-24";"-14";"-0.03";"-14";"-0.03";"48245"
"54696";"GM1924";"2014JJ00";"48245";"500";"429";"1019";"909";"110";"1130";"995";"135";"1";"-39";"-0.08";"-39";"-0.08";"48206"
"54709";"GM1924";"2015JJ00";"48206";"436";"467";"1171";"1042";"129";"1026";"891";"135";"1";"115";"0.24";"115";"0.24";"48321"
"54722";"GM1924";"2016JJ00";"48321";"475";"429";"1361";"1252";"109";"1072";"939";"133";"-3";"332";"0.69";"332";"0.69";"48653"
"54735";"GM1924";"2017JJ00";"48653";"478";"446";"1629";"1405";"224";"1185";"1051";"134";"0";"476";"0.98";"476";"0.98";"49129"
"54748";"GM1924";"2018JJ00";"49129";"424";"473";"1687";"1524";"163";"1156";"1034";"122";"0";"482";"0.98";"482";"0.98";"49611"
"54761";"GM1924";"2019JJ00";"49611";"508";"525";"1761";"1578";"183";"1305";"1176";"129";"-1";"438";"0.88";"438";"0.88";"50049"
"54774";"GM1924";"2020JJ00";"50049";"473";"558";"1859";"1704";"155";"1233";"1136";"97";"-1";"540";"1.08";"540";"1.08";"50589"
"54796";"GM0664";"2002JJ00";"36047";"418";"439";"1755";"1611";"144";"1517";"1383";"134";"-13";"204";"0.57";"204";"0.57";"36251"
"54809";"GM0664";"2003JJ00";"36251";"402";"396";"1909";"1800";"109";"1604";"1422";"182";"29";"340";"0.94";"340";"0.94";"36591"
"54822";"GM0664";"2004JJ00";"36591";"399";"395";"1659";"1551";"108";"1492";"1370";"122";"21";"192";"0.52";"192";"0.52";"36783"
"54835";"GM0664";"2005JJ00";"36783";"355";"419";"1641";"1530";"111";"1690";"1530";"160";"20";"-93";"-0.25";"-93";"-0.25";"36690"
"54848";"GM0664";"2006JJ00";"36690";"337";"391";"1696";"1578";"118";"1736";"1595";"141";"4";"-90";"-0.25";"-90";"-0.25";"36600"
"54861";"GM0664";"2007JJ00";"36600";"334";"387";"1704";"1598";"106";"1547";"1381";"166";"2";"106";"0.29";"106";"0.29";"36706"
"54874";"GM0664";"2008JJ00";"36706";"357";"426";"1722";"1568";"154";"1608";"1451";"157";"3";"48";"0.13";"48";"0.13";"36754"
"54887";"GM0664";"2009JJ00";"36754";"316";"424";"1529";"1383";"146";"1551";"1412";"139";"-19";"-149";"-0.41";"-149";"-0.41";"36605"
"54900";"GM0664";"2010JJ00";"36605";"323";"390";"1563";"1391";"172";"1431";"1316";"115";"-5";"60";"0.16";"60";"0.16";"36665"
"54913";"GM0664";"2011JJ00";"36665";"347";"377";"2068";"1550";"518";"1779";"1634";"145";"-3";"256";"0.7";"256";"0.7";"36921"
"54926";"GM0664";"2012JJ00";"36921";"313";"396";"1974";"1466";"508";"1844";"1678";"166";"3";"50";"0.14";"50";"0.14";"36971"
"54939";"GM0664";"2013JJ00";"36971";"319";"408";"1990";"1503";"487";"1916";"1754";"162";"-2";"-17";"-0.05";"-17";"-0.05";"36954"
"54952";"GM0664";"2014JJ00";"36954";"342";"335";"1908";"1600";"308";"1715";"1514";"201";"-1";"199";"0.54";"199";"0.54";"37153"
"54965";"GM0664";"2015JJ00";"37153";"307";"403";"1937";"1631";"306";"1791";"1592";"199";"4";"54";"0.15";"54";"0.15";"37207"
"54978";"GM0664";"2016JJ00";"37207";"299";"396";"2028";"1773";"255";"1860";"1717";"143";"-4";"67";"0.18";"67";"0.18";"37274"
"54991";"GM0664";"2017JJ00";"37274";"336";"376";"2274";"2042";"232";"1876";"1724";"152";"4";"362";"0.97";"362";"0.97";"37636"
"55004";"GM0664";"2018JJ00";"37636";"325";"448";"1963";"1723";"240";"1824";"1625";"199";"1";"17";"0.05";"17";"0.05";"37653"
"55017";"GM0664";"2019JJ00";"37653";"327";"413";"2332";"2053";"279";"1814";"1648";"166";"-3";"429";"1.14";"429";"1.14";"38082"
"55030";"GM0664";"2020JJ00";"38082";"346";"441";"2155";"1881";"274";"1547";"1396";"151";"-1";"512";"1.34";"512";"1.34";"38594"
"55052";"GM0785";"2002JJ00";"22517";"228";"177";"937";"885";"52";"1001";"914";"87";"6";"-7";"-0.03";"-7";"-0.03";"22510"
"55065";"GM0785";"2003JJ00";"22510";"226";"165";"899";"862";"37";"899";"837";"62";"7";"68";"0.3";"68";"0.3";"22578"
"55078";"GM0785";"2004JJ00";"22578";"255";"188";"798";"757";"41";"1048";"976";"72";"-3";"-186";"-0.82";"-186";"-0.82";"22392"
"55091";"GM0785";"2005JJ00";"22392";"237";"183";"784";"745";"39";"1081";"994";"87";"-3";"-246";"-1.1";"-246";"-1.1";"22146"
"55104";"GM0785";"2006JJ00";"22146";"238";"166";"857";"819";"38";"1000";"912";"88";"9";"-62";"-0.28";"-62";"-0.28";"22084"
"55117";"GM0785";"2007JJ00";"22084";"225";"172";"1135";"1069";"66";"946";"892";"54";"-7";"235";"1.06";"235";"1.06";"22319"
"55130";"GM0785";"2008JJ00";"22319";"249";"203";"998";"921";"77";"899";"794";"105";"2";"147";"0.66";"147";"0.66";"22466"
"55143";"GM0785";"2009JJ00";"22466";"255";"182";"1060";"1004";"56";"839";"787";"52";"1";"295";"1.31";"295";"1.31";"22761"
"55156";"GM0785";"2010JJ00";"22761";"258";"190";"847";"763";"84";"869";"818";"51";"0";"46";"0.2";"46";"0.2";"22807"
"55169";"GM0785";"2011JJ00";"22807";"257";"172";"798";"745";"53";"884";"827";"57";"-1";"-2";"-0.01";"-2";"-0.01";"22805"
"55182";"GM0785";"2012JJ00";"22805";"231";"206";"984";"901";"83";"883";"846";"37";"2";"128";"0.56";"128";"0.56";"22933"
"55195";"GM0785";"2013JJ00";"22933";"275";"182";"1057";"960";"97";"985";"938";"47";"0";"165";"0.72";"165";"0.72";"23098"
"55208";"GM0785";"2014JJ00";"23098";"225";"183";"913";"815";"98";"1039";"960";"79";"0";"-84";"-0.36";"-84";"-0.36";"23014"
"55221";"GM0785";"2015JJ00";"23014";"237";"214";"1113";"1015";"98";"1039";"979";"60";"0";"97";"0.42";"97";"0.42";"23111"
"55234";"GM0785";"2016JJ00";"23111";"227";"197";"1185";"1098";"87";"1008";"951";"57";"-1";"206";"0.89";"206";"0.89";"23317"
"55247";"GM0785";"2017JJ00";"23317";"211";"188";"1293";"1211";"82";"1079";"1024";"55";"0";"237";"1.02";"237";"1.02";"23554"
"55260";"GM0785";"2018JJ00";"23621";"213";"207";"1274";"1175";"99";"1113";"1031";"82";"5";"172";"0.73";"172";"0.73";"23793"
"55273";"GM0785";"2019JJ00";"23793";"200";"207";"1167";"1075";"92";"1049";"982";"67";"0";"111";"0.47";"111";"0.47";"23904"
"55286";"GM0785";"2020JJ00";"23904";"209";"260";"1271";"1148";"123";"1170";"1103";"67";"-2";"48";"0.2";"48";"0.2";"23952"
"55308";"GM1942";"2002JJ00";;;;;;;;;;;;;;;
"55321";"GM1942";"2003JJ00";;;;;;;;;;;;;;;
"55334";"GM1942";"2004JJ00";;;;;;;;;;;;;;;
"55347";"GM1942";"2005JJ00";;;;;;;;;;;;;;;
"55360";"GM1942";"2006JJ00";;;;;;;;;;;;;;;
"55373";"GM1942";"2007JJ00";;;;;;;;;;;;;;;
"55386";"GM1942";"2008JJ00";;;;;;;;;;;;;;;
"55399";"GM1942";"2009JJ00";;;;;;;;;;;;;;;
"55412";"GM1942";"2010JJ00";;;;;;;;;;;;;;;
"55425";"GM1942";"2011JJ00";;;;;;;;;;;;;;;
"55438";"GM1942";"2012JJ00";;;;;;;;;;;;;;;
"55451";"GM1942";"2013JJ00";;;;;;;;;;;;;;;
"55464";"GM1942";"2014JJ00";;;;;;;;;;;;;;;
"55477";"GM1942";"2015JJ00";;;;;;;;;;;;;;;
"55490";"GM1942";"2016JJ00";"56696";"495";"571";"3738";"3204";"534";"3418";"3020";"398";"-5";"239";"0.42";"239";"0.42";"56935"
"55503";"GM1942";"2017JJ00";"56935";"488";"531";"3907";"3372";"535";"3458";"3065";"393";"-4";"402";"0.71";"402";"0.71";"57337"
"55516";"GM1942";"2018JJ00";"57337";"485";"555";"3890";"3287";"603";"3441";"3059";"382";"-1";"378";"0.66";"378";"0.66";"57715"
"55529";"GM1942";"2019JJ00";"57715";"523";"548";"3928";"3258";"670";"3562";"3138";"424";"-1";"340";"0.59";"340";"0.59";"58055"
"55542";"GM1942";"2020JJ00";"58055";"506";"660";"4413";"3800";"613";"3790";"3410";"380";"0";"469";"0.81";"469";"0.81";"58524"
"55564";"GM0512";"2002JJ00";"34324";"435";"328";"1518";"1235";"283";"1458";"1308";"150";"18";"185";"0.54";"185";"0.54";"34509"
"55577";"GM0512";"2003JJ00";"34509";"468";"394";"1499";"1285";"214";"1437";"1272";"165";"-22";"114";"0.33";"114";"0.33";"34623"
"55590";"GM0512";"2004JJ00";"34623";"463";"344";"1296";"1144";"152";"1676";"1503";"173";"-10";"-271";"-0.78";"-271";"-0.78";"34352"
"55603";"GM0512";"2005JJ00";"34352";"400";"311";"1207";"1061";"146";"1402";"1217";"185";"4";"-102";"-0.3";"-102";"-0.3";"34250"
"55616";"GM0512";"2006JJ00";"34250";"432";"311";"1338";"1180";"158";"1427";"1264";"163";"6";"38";"0.11";"38";"0.11";"34288"
"55629";"GM0512";"2007JJ00";"34288";"376";"308";"1501";"1329";"172";"1386";"1203";"183";"1";"184";"0.54";"184";"0.54";"34472"
"55642";"GM0512";"2008JJ00";"34472";"421";"260";"1527";"1330";"197";"1606";"1256";"350";"0";"82";"0.24";"82";"0.24";"34554"
"55655";"GM0512";"2009JJ00";"34554";"405";"309";"1202";"998";"204";"1187";"1016";"171";"-2";"109";"0.32";"109";"0.32";"34663"
"55668";"GM0512";"2010JJ00";"34663";"404";"308";"1332";"1160";"172";"1199";"1063";"136";"3";"232";"0.67";"232";"0.67";"34895"
"55681";"GM0512";"2011JJ00";"34895";"345";"307";"1340";"1179";"161";"1189";"995";"194";"-1";"188";"0.54";"188";"0.54";"35083"
"55694";"GM0512";"2012JJ00";"35083";"398";"271";"1284";"1115";"169";"1365";"1154";"211";"-1";"45";"0.13";"45";"0.13";"35128"
"55707";"GM0512";"2013JJ00";"35128";"362";"297";"1357";"1122";"235";"1312";"1088";"224";"4";"114";"0.32";"114";"0.32";"35242"
"55720";"GM0512";"2014JJ00";"35242";"392";"307";"1479";"1274";"205";"1467";"1221";"246";"-1";"96";"0.27";"96";"0.27";"35338"
"55733";"GM0512";"2015JJ00";"35338";"339";"361";"1589";"1341";"248";"1645";"1409";"236";"0";"-78";"-0.22";"-78";"-0.22";"35260"
"55746";"GM0512";"2016JJ00";"35260";"373";"313";"2203";"1882";"321";"1767";"1556";"211";"-1";"495";"1.4";"495";"1.4";"35755"
"55759";"GM0512";"2017JJ00";"35755";"393";"320";"2437";"2111";"326";"1979";"1813";"166";"-2";"529";"1.48";"529";"1.48";"36284"
"55772";"GM0512";"2018JJ00";"36284";"392";"330";"1936";"1642";"294";"1600";"1435";"165";"0";"398";"1.1";"398";"1.1";"36682"
"55785";"GM0512";"2019JJ00";"36682";"356";"339";"1999";"1666";"333";"1675";"1462";"213";"-1";"340";"0.93";"340";"0.93";"37022"
"55798";"GM0512";"2020JJ00";"37022";"401";"335";"1985";"1693";"292";"1662";"1444";"218";"-1";"388";"1.05";"388";"1.05";"37410"
"55820";"GM0239";"2002JJ00";"13375";"144";"156";"654";"612";"42";"649";"607";"42";"-3";"-10";"-0.07";"-10";"-0.07";"13365"
"55833";"GM0239";"2003JJ00";"13365";"126";"158";"681";"644";"37";"639";"584";"55";"4";"14";"0.1";"14";"0.1";"13379"
"55846";"GM0239";"2004JJ00";"13379";"139";"152";"689";"646";"43";"568";"544";"24";"29";"137";"1.02";"137";"1.02";"13516"
"55859";"GM0239";"2005JJ00";;;;;;;;;;;;;;;
"55872";"GM0239";"2006JJ00";;;;;;;;;;;;;;;
"55885";"GM0239";"2007JJ00";;;;;;;;;;;;;;;
"55898";"GM0239";"2008JJ00";;;;;;;;;;;;;;;
"55911";"GM0239";"2009JJ00";;;;;;;;;;;;;;;
"55924";"GM0239";"2010JJ00";;;;;;;;;;;;;;;
"55937";"GM0239";"2011JJ00";;;;;;;;;;;;;;;
"55950";"GM0239";"2012JJ00";;;;;;;;;;;;;;;
"55963";"GM0239";"2013JJ00";;;;;;;;;;;;;;;
"55976";"GM0239";"2014JJ00";;;;;;;;;;;;;;;
"55989";"GM0239";"2015JJ00";;;;;;;;;;;;;;;
"56002";"GM0239";"2016JJ00";;;;;;;;;;;;;;;
"56015";"GM0239";"2017JJ00";;;;;;;;;;;;;;;
"56028";"GM0239";"2018JJ00";;;;;;;;;;;;;;;
"56041";"GM0239";"2019JJ00";;;;;;;;;;;;;;;
"56054";"GM0239";"2020JJ00";;;;;;;;;;;;;;;
"56076";"GM0513";"2002JJ00";"71688";"1079";"650";"2954";"2529";"425";"3450";"2997";"453";"20";"-47";"-0.07";"-47";"-0.07";"71641"
"56089";"GM0513";"2003JJ00";"71641";"1031";"606";"2807";"2487";"320";"3118";"2730";"388";"42";"156";"0.22";"156";"0.22";"71797"
"56102";"GM0513";"2004JJ00";"71797";"1035";"605";"2745";"2414";"331";"3262";"2813";"449";"71";"-16";"-0.02";"-16";"-0.02";"71781"
"56115";"GM0513";"2005JJ00";"71781";"986";"587";"2581";"2339";"242";"3412";"2931";"481";"37";"-395";"-0.55";"-395";"-0.55";"71386"
"56128";"GM0513";"2006JJ00";"71386";"939";"570";"2574";"2318";"256";"3446";"3023";"423";"70";"-433";"-0.61";"-433";"-0.61";"70953"
"56141";"GM0513";"2007JJ00";"70953";"897";"562";"2962";"2647";"315";"3399";"3020";"379";"6";"-96";"-0.14";"-96";"-0.14";"70857"
"56154";"GM0513";"2008JJ00";"70857";"922";"606";"2852";"2510";"342";"3216";"2751";"465";"19";"-29";"-0.04";"-29";"-0.04";"70828"
"56167";"GM0513";"2009JJ00";"70828";"875";"617";"2729";"2375";"354";"2705";"2335";"370";"12";"294";"0.42";"294";"0.42";"71122"
"56180";"GM0513";"2010JJ00";"71122";"898";"559";"2384";"2003";"381";"2795";"2448";"347";"-3";"-75";"-0.11";"-75";"-0.11";"71047"
"56193";"GM0513";"2011JJ00";"71047";"865";"554";"2530";"2126";"404";"2659";"2330";"329";"6";"188";"0.26";"188";"0.26";"71235"
"56206";"GM0513";"2012JJ00";"71235";"848";"640";"2406";"2076";"330";"2947";"2563";"384";"2";"-331";"-0.46";"-331";"-0.46";"70904"
"56219";"GM0513";"2013JJ00";"70904";"845";"605";"2710";"2276";"434";"2912";"2574";"338";"-1";"37";"0.05";"37";"0.05";"70941"
"56232";"GM0513";"2014JJ00";"70941";"832";"630";"2855";"2436";"419";"2893";"2564";"329";"0";"164";"0.23";"164";"0.23";"71105"
"56245";"GM0513";"2015JJ00";"71105";"794";"643";"3074";"2600";"474";"3145";"2761";"384";"4";"84";"0.12";"84";"0.12";"71189"
"56258";"GM0513";"2016JJ00";"71189";"774";"629";"3968";"2958";"1010";"3545";"2842";"703";"-5";"563";"0.79";"563";"0.79";"71752"
"56271";"GM0513";"2017JJ00";"71752";"788";"708";"4738";"3792";"946";"3865";"3034";"831";"-5";"948";"1.32";"948";"1.32";"72700"
"56284";"GM0513";"2018JJ00";"72700";"767";"648";"4293";"3431";"862";"3934";"3178";"756";"3";"481";"0.66";"481";"0.66";"73181"
"56297";"GM0513";"2019JJ00";"73181";"798";"696";"3886";"3063";"823";"3731";"3056";"675";"-11";"246";"0.34";"246";"0.34";"73427"
"56310";"GM0513";"2020JJ00";"73427";"756";"780";"4161";"3421";"740";"3881";"3385";"496";"-2";"254";"0.35";"254";"0.35";"73681"
"56332";"GM0693";"2002JJ00";"9632";"161";"71";"264";"246";"18";"319";"297";"22";"2";"37";"0.38";"37";"0.38";"9669"
"56345";"GM0693";"2003JJ00";"9669";"142";"55";"257";"235";"22";"312";"284";"28";"-4";"28";"0.29";"28";"0.29";"9697"
"56358";"GM0693";"2004JJ00";"9697";"136";"74";"273";"251";"22";"339";"321";"18";"-8";"-12";"-0.12";"-12";"-0.12";"9685"
"56371";"GM0693";"2005JJ00";"9685";"134";"64";"243";"235";"8";"274";"248";"26";"6";"45";"0.46";"45";"0.46";"9730"
"56384";"GM0693";"2006JJ00";"9730";"146";"54";"327";"314";"13";"396";"374";"22";"2";"25";"0.26";"25";"0.26";"9755"
"56397";"GM0693";"2007JJ00";"9755";"136";"68";"305";"288";"17";"335";"319";"16";"3";"41";"0.42";"41";"0.42";"9796"
"56410";"GM0693";"2008JJ00";"9796";"129";"51";"275";"259";"16";"344";"315";"29";"3";"12";"0.12";"12";"0.12";"9808"
"56423";"GM0693";"2009JJ00";"9808";"137";"67";"251";"236";"15";"323";"322";"1";"-2";"-4";"-0.04";"-4";"-0.04";"9804"
"56436";"GM0693";"2010JJ00";"9804";"118";"58";"281";"256";"25";"340";"311";"29";"2";"3";"0.03";"3";"0.03";"9807"
"56449";"GM0693";"2011JJ00";"9807";"117";"73";"309";"300";"9";"363";"338";"25";"-2";"-12";"-0.12";"-12";"-0.12";"9795"
"56462";"GM0693";"2012JJ00";"9795";"128";"67";"385";"368";"17";"339";"300";"39";"-8";"99";"1.01";"99";"1.01";"9894"
"56475";"GM0693";"2013JJ00";;;;;;;;;;;;;;;
"56488";"GM0693";"2014JJ00";;;;;;;;;;;;;;;
"56501";"GM0693";"2015JJ00";;;;;;;;;;;;;;;
"56514";"GM0693";"2016JJ00";;;;;;;;;;;;;;;
"56527";"GM0693";"2017JJ00";;;;;;;;;;;;;;;
"56540";"GM0693";"2018JJ00";;;;;;;;;;;;;;;
"56553";"GM0693";"2019JJ00";;;;;;;;;;;;;;;
"56566";"GM0693";"2020JJ00";;;;;;;;;;;;;;;
"56588";"GM0365";"2002JJ00";"6386";"80";"44";"213";"209";"4";"290";"274";"16";"0";"-41";"-0.64";"-41";"-0.64";"6345"
"56601";"GM0365";"2003JJ00";"6345";"79";"33";"306";"295";"11";"211";"199";"12";"0";"141";"2.22";"141";"2.22";"6486"
"56614";"GM0365";"2004JJ00";"6486";"71";"57";"219";"205";"14";"183";"174";"9";"1";"51";"0.79";"51";"0.79";"6537"
"56627";"GM0365";"2005JJ00";"6537";"64";"40";"234";"223";"11";"219";"206";"13";"3";"42";"0.64";"42";"0.64";"6579"
"56640";"GM0365";"2006JJ00";"6579";"63";"44";"239";"222";"17";"248";"237";"11";"2";"12";"0.18";"12";"0.18";"6591"
"56653";"GM0365";"2007JJ00";"6591";"55";"53";"237";"229";"8";"292";"277";"15";"1";"-52";"-0.79";"-52";"-0.79";"6539"
"56666";"GM0365";"2008JJ00";"6539";"50";"37";"205";"184";"21";"291";"272";"19";"-1";"-74";"-1.13";"-74";"-1.13";"6465"
"56679";"GM0365";"2009JJ00";"6465";"66";"44";"263";"240";"23";"260";"244";"16";"-1";"24";"0.37";"24";"0.37";"6489"
"56692";"GM0365";"2010JJ00";"6489";"53";"55";"243";"225";"18";"246";"235";"11";"-1";"-6";"-0.09";"-6";"-0.09";"6483"
"56705";"GM0365";"2011JJ00";"6483";"65";"54";"198";"189";"9";"256";"232";"24";"0";"-47";"-0.72";"-47";"-0.72";"6436"
"56718";"GM0365";"2012JJ00";"6436";"42";"44";"221";"198";"23";"226";"207";"19";"0";"-7";"-0.11";"-7";"-0.11";"6429"
"56731";"GM0365";"2013JJ00";"6429";"51";"51";"233";"202";"31";"211";"197";"14";"1";"23";"0.36";"23";"0.36";"6452"
"56744";"GM0365";"2014JJ00";"6452";"50";"49";"255";"231";"24";"301";"257";"44";"-1";"-46";"-0.71";"-46";"-0.71";"6406"
