"ID";"RegioS";"Perioden";"BevolkingAanHetBeginVanDePeriode_1";"LevendGeborenKinderen_2";"Overledenen_3";"TotaleVestiging_4";"VestigingVanuitEenAndereGemeente_5";"Immigratie_6";"TotaalVertrekInclAdmCorrecties_7";"VertrekNaarAndereGemeente_8";"EmigratieInclusiefAdmCorrecties_9";"OverigeCorrecties_10";"Bevolkingsgroei_11";"BevolkingsgroeiRelatief_12";"BevolkingsgroeiSinds1Januari_13";"BevolkingsgroeiSinds1JanuariRela_14";"BevolkingAanHetEindeVanDePeriode_15"
"14604";"GM1680";"2002JJ00";"25552";"289";"251";"1353";"1121";"232";"1617";"1498";"119";"-21";"-247";"-0.97";"-247";"-0.97";"25305"
"14617";"GM1680";"2003JJ00";"25305";"279";"241";"1127";"1071";"56";"1264";"1111";"153";"12";"-87";"-0.34";"-87";"-0.34";"25218"
"14630";"GM1680";"2004JJ00";"25218";"233";"221";"1167";"1104";"63";"1077";"1023";"54";"9";"111";"0.44";"111";"0.44";"25329"
"14643";"GM1680";"2005JJ00";"25329";"230";"231";"1322";"1254";"68";"1143";"1062";"81";"0";"178";"0.7";"178";"0.7";"25507"
"14656";"GM1680";"2006JJ00";"25507";"216";"212";"1369";"1320";"49";"1326";"1222";"104";"9";"56";"0.22";"56";"0.22";"25563"
"14669";"GM1680";"2007JJ00";"25563";"237";"235";"1208";"1151";"57";"1192";"1099";"93";"17";"35";"0.14";"35";"0.14";"25598"
"14682";"GM1680";"2008JJ00";"25598";"223";"219";"1163";"1087";"76";"1121";"1096";"25";"31";"77";"0.3";"77";"0.3";"25675"
"14695";"GM1680";"2009JJ00";"25675";"205";"240";"1074";"984";"90";"1131";"1055";"76";"-20";"-112";"-0.44";"-112";"-0.44";"25563"
"14708";"GM1680";"2010JJ00";"25563";"195";"236";"1306";"1095";"211";"1051";"990";"61";"8";"222";"0.87";"222";"0.87";"25785"
"14721";"GM1680";"2011JJ00";"25785";"173";"254";"1092";"1017";"75";"1061";"997";"64";"3";"-47";"-0.18";"-47";"-0.18";"25738"
"14734";"GM1680";"2012JJ00";"25738";"170";"260";"1084";"995";"89";"1192";"1018";"174";"1";"-197";"-0.77";"-197";"-0.77";"25541"
"14747";"GM1680";"2013JJ00";"25541";"164";"235";"1051";"980";"71";"1165";"1090";"75";"1";"-184";"-0.72";"-184";"-0.72";"25357"
"14760";"GM1680";"2014JJ00";"25357";"159";"240";"1103";"1050";"53";"1177";"1088";"89";"1";"-154";"-0.61";"-154";"-0.61";"25203"
"14773";"GM1680";"2015JJ00";"25203";"167";"250";"1377";"1308";"69";"1249";"1183";"66";"-5";"40";"0.16";"40";"0.16";"25243"
"14786";"GM1680";"2016JJ00";"25243";"136";"274";"1457";"1374";"83";"1280";"1188";"92";"4";"43";"0.17";"43";"0.17";"25286"
"14799";"GM1680";"2017JJ00";"25286";"164";"265";"1682";"1592";"90";"1472";"1393";"79";"-5";"104";"0.41";"104";"0.41";"25390"
"14812";"GM1680";"2018JJ00";"25390";"162";"283";"1501";"1414";"87";"1384";"1303";"81";"0";"-4";"-0.02";"-4";"-0.02";"25386"
"14825";"GM1680";"2019JJ00";"25386";"176";"280";"1512";"1411";"101";"1349";"1305";"44";"0";"59";"0.23";"59";"0.23";"25445"
"14838";"GM1680";"2020JJ00";"25445";"167";"274";"1520";"1465";"55";"1459";"1395";"64";"0";"-46";"-0.18";"-46";"-0.18";"25399"
"14860";"GM0738";"2002JJ00";"12006";"175";"101";"316";"300";"16";"314";"295";"19";"5";"81";"0.67";"81";"0.67";"12087"
"14873";"GM0738";"2003JJ00";"12087";"178";"97";"365";"344";"21";"320";"293";"27";"-9";"117";"0.97";"117";"0.97";"12204"
"14886";"GM0738";"2004JJ00";"12204";"154";"100";"284";"255";"29";"373";"351";"22";"-5";"-40";"-0.33";"-40";"-0.33";"12164"
"14899";"GM0738";"2005JJ00";"12164";"163";"95";"364";"354";"10";"377";"355";"22";"3";"58";"0.48";"58";"0.48";"12222"
"14912";"GM0738";"2006JJ00";"12222";"152";"72";"412";"391";"21";"419";"396";"23";"-2";"71";"0.58";"71";"0.58";"12293"
"14925";"GM0738";"2007JJ00";"12293";"133";"73";"393";"355";"38";"362";"343";"19";"2";"93";"0.76";"93";"0.76";"12386"
"14938";"GM0738";"2008JJ00";"12386";"176";"92";"448";"416";"32";"366";"344";"22";"4";"170";"1.37";"170";"1.37";"12556"
"14951";"GM0738";"2009JJ00";"12556";"160";"74";"320";"295";"25";"347";"323";"24";"-1";"58";"0.46";"58";"0.46";"12614"
"14964";"GM0738";"2010JJ00";"12614";"159";"94";"375";"330";"45";"369";"351";"18";"0";"71";"0.56";"71";"0.56";"12685"
"14977";"GM0738";"2011JJ00";"12685";"178";"88";"373";"334";"39";"400";"357";"43";"1";"64";"0.5";"64";"0.5";"12749"
"14990";"GM0738";"2012JJ00";"12749";"146";"88";"364";"316";"48";"396";"347";"49";"-1";"25";"0.2";"25";"0.2";"12774"
"15003";"GM0738";"2013JJ00";"12774";"141";"100";"375";"318";"57";"344";"322";"22";"0";"72";"0.56";"72";"0.56";"12846"
"15016";"GM0738";"2014JJ00";"12846";"152";"100";"436";"374";"62";"414";"376";"38";"2";"76";"0.59";"76";"0.59";"12922"
"15029";"GM0738";"2015JJ00";"12922";"160";"113";"502";"420";"82";"440";"402";"38";"7";"116";"0.9";"116";"0.9";"13038"
"15042";"GM0738";"2016JJ00";"13038";"152";"114";"461";"403";"58";"465";"424";"41";"-5";"29";"0.22";"29";"0.22";"13067"
"15055";"GM0738";"2017JJ00";"13067";"135";"90";"562";"496";"66";"521";"499";"22";"0";"86";"0.66";"86";"0.66";"13153"
"15068";"GM0738";"2018JJ00";"13153";"153";"84";"626";"529";"97";"545";"507";"38";"18";"168";"1.28";"168";"1.28";"13321"
"15081";"GM0738";"2019JJ00";;;;;;;;;;;;;;;
"15094";"GM0738";"2020JJ00";;;;;;;;;;;;;;;
"15116";"GM0358";"2002JJ00";"22786";"263";"171";"873";"716";"157";"914";"753";"161";"2";"53";"0.23";"53";"0.23";"22839"
"15129";"GM0358";"2003JJ00";"22839";"246";"181";"893";"771";"122";"892";"749";"143";"10";"76";"0.33";"76";"0.33";"22915"
"15142";"GM0358";"2004JJ00";"22915";"251";"214";"1106";"943";"163";"761";"665";"96";"-1";"381";"1.66";"381";"1.66";"23296"
"15155";"GM0358";"2005JJ00";"23296";"265";"184";"1643";"1395";"248";"891";"741";"150";"16";"849";"3.64";"849";"3.64";"24145"
"15168";"GM0358";"2006JJ00";"24145";"255";"173";"1731";"1520";"211";"946";"747";"199";"7";"874";"3.62";"874";"3.62";"25019"
"15181";"GM0358";"2007JJ00";"25019";"315";"169";"2217";"2020";"197";"1002";"801";"201";"6";"1367";"5.46";"1367";"5.46";"26386"
"15194";"GM0358";"2008JJ00";"26386";"358";"196";"2421";"2172";"249";"973";"807";"166";"10";"1620";"6.14";"1620";"6.14";"28006"
"15207";"GM0358";"2009JJ00";"28006";"343";"180";"1940";"1685";"255";"940";"725";"215";"18";"1181";"4.22";"1181";"4.22";"29187"
"15220";"GM0358";"2010JJ00";"29187";"387";"189";"1778";"1477";"301";"973";"773";"200";"-1";"1002";"3.43";"1002";"3.43";"30189"
"15233";"GM0358";"2011JJ00";"30189";"345";"205";"1156";"900";"256";"1120";"917";"203";"-1";"175";"0.58";"175";"0.58";"30364"
"15246";"GM0358";"2012JJ00";"30364";"333";"211";"1212";"944";"268";"1083";"898";"185";"3";"254";"0.84";"254";"0.84";"30618"
"15259";"GM0358";"2013JJ00";"30618";"342";"221";"1240";"965";"275";"1218";"986";"232";"-2";"141";"0.46";"141";"0.46";"30759"
"15272";"GM0358";"2014JJ00";"30759";"291";"228";"1502";"1165";"337";"1245";"1063";"182";"-2";"318";"1.03";"318";"1.03";"31077"
"15285";"GM0358";"2015JJ00";"31077";"293";"230";"1601";"1228";"373";"1440";"1200";"240";"-2";"222";"0.71";"222";"0.71";"31299"
"15298";"GM0358";"2016JJ00";"31299";"260";"243";"1748";"1432";"316";"1691";"1463";"228";"0";"74";"0.24";"74";"0.24";"31373"
"15311";"GM0358";"2017JJ00";"31373";"249";"274";"1797";"1488";"309";"1647";"1382";"265";"1";"126";"0.4";"126";"0.4";"31499"
"15324";"GM0358";"2018JJ00";"31499";"281";"279";"1674";"1373";"301";"1447";"1185";"262";"0";"229";"0.73";"229";"0.73";"31728"
"15337";"GM0358";"2019JJ00";"31728";"236";"270";"1626";"1273";"353";"1461";"1232";"229";"0";"131";"0.41";"131";"0.41";"31859"
"15350";"GM0358";"2020JJ00";"31859";"271";"277";"1865";"1538";"327";"1725";"1505";"220";"-2";"132";"0.41";"132";"0.41";"31991"
"15372";"GM0197";"2002JJ00";"18811";"236";"164";"614";"452";"162";"642";"577";"65";"0";"44";"0.23";"44";"0.23";"18855"
"15385";"GM0197";"2003JJ00";"18855";"215";"178";"681";"576";"105";"585";"534";"51";"10";"143";"0.76";"143";"0.76";"18998"
"15398";"GM0197";"2004JJ00";"18998";"211";"166";"510";"462";"48";"618";"496";"122";"0";"-63";"-0.33";"-63";"-0.33";"18935"
"15411";"GM0197";"2005JJ00";"27446";"287";"235";"834";"764";"70";"856";"725";"131";"0";"30";"0.11";"30";"0.11";"27476"
"15424";"GM0197";"2006JJ00";"27476";"324";"223";"887";"787";"100";"891";"680";"211";"-3";"94";"0.34";"94";"0.34";"27570"
"15437";"GM0197";"2007JJ00";"27570";"319";"217";"752";"654";"98";"867";"743";"124";"11";"-2";"-0.01";"-2";"-0.01";"27568"
"15450";"GM0197";"2008JJ00";"27568";"298";"244";"797";"675";"122";"972";"863";"109";"0";"-121";"-0.44";"-121";"-0.44";"27447"
"15463";"GM0197";"2009JJ00";"27447";"316";"233";"811";"605";"206";"844";"747";"97";"3";"53";"0.19";"53";"0.19";"27500"
"15476";"GM0197";"2010JJ00";"27500";"290";"228";"763";"588";"175";"892";"745";"147";"6";"-61";"-0.22";"-61";"-0.22";"27439"
"15489";"GM0197";"2011JJ00";"27439";"250";"214";"803";"638";"165";"976";"797";"179";"3";"-134";"-0.49";"-134";"-0.49";"27305"
"15502";"GM0197";"2012JJ00";"27305";"256";"235";"661";"600";"61";"906";"823";"83";"1";"-223";"-0.82";"-223";"-0.82";"27082"
"15515";"GM0197";"2013JJ00";"27082";"241";"245";"637";"566";"71";"703";"630";"73";"1";"-69";"-0.25";"-69";"-0.25";"27013"
"15528";"GM0197";"2014JJ00";"27013";"227";"244";"679";"593";"86";"773";"687";"86";"2";"-109";"-0.4";"-109";"-0.4";"26904"
"15541";"GM0197";"2015JJ00";"26904";"249";"257";"789";"694";"95";"774";"682";"92";"1";"8";"0.03";"8";"0.03";"26912"
"15554";"GM0197";"2016JJ00";"26912";"234";"255";"1262";"974";"288";"1103";"1032";"71";"-3";"135";"0.5";"135";"0.5";"27047"
"15567";"GM0197";"2017JJ00";"27047";"219";"268";"1171";"1031";"140";"1208";"1109";"99";"1";"-85";"-0.31";"-85";"-0.31";"26962"
"15580";"GM0197";"2018JJ00";"26962";"220";"277";"944";"820";"124";"836";"720";"116";"-2";"49";"0.18";"49";"0.18";"27011"
"15593";"GM0197";"2019JJ00";"27011";"240";"256";"950";"827";"123";"823";"725";"98";"-1";"110";"0.41";"110";"0.41";"27121"
"15606";"GM0197";"2020JJ00";"27121";"254";"289";"824";"705";"119";"790";"710";"80";"0";"-1";"0";"-1";"0";"27120"
"15628";"GM0480";"2002JJ00";"9083";"101";"55";"227";"212";"15";"275";"249";"26";"-1";"-3";"-0.03";"-3";"-0.03";"9080"
"15641";"GM0480";"2003JJ00";"9080";"99";"48";"206";"197";"9";"332";"302";"30";"5";"-70";"-0.77";"-70";"-0.77";"9010"
"15654";"GM0480";"2004JJ00";"9010";"82";"61";"309";"281";"28";"340";"310";"30";"-1";"-11";"-0.12";"-11";"-0.12";"8999"
"15667";"GM0480";"2005JJ00";"8999";"82";"60";"284";"247";"37";"318";"297";"21";"1";"-11";"-0.12";"-11";"-0.12";"8988"
"15680";"GM0480";"2006JJ00";"8988";"92";"52";"325";"270";"55";"394";"354";"40";"5";"-24";"-0.27";"-24";"-0.27";"8964"
"15693";"GM0480";"2007JJ00";;;;;;;;;;;;;;;
"15706";"GM0480";"2008JJ00";;;;;;;;;;;;;;;
"15719";"GM0480";"2009JJ00";;;;;;;;;;;;;;;
"15732";"GM0480";"2010JJ00";;;;;;;;;;;;;;;
"15745";"GM0480";"2011JJ00";;;;;;;;;;;;;;;
"15758";"GM0480";"2012JJ00";;;;;;;;;;;;;;;
"15771";"GM0480";"2013JJ00";;;;;;;;;;;;;;;
"15784";"GM0480";"2014JJ00";;;;;;;;;;;;;;;
"15797";"GM0480";"2015JJ00";;;;;;;;;;;;;;;
"15810";"GM0480";"2016JJ00";;;;;;;;;;;;;;;
"15823";"GM0480";"2017JJ00";;;;;;;;;;;;;;;
"15836";"GM0480";"2018JJ00";;;;;;;;;;;;;;;
"15849";"GM0480";"2019JJ00";;;;;;;;;;;;;;;
"15862";"GM0480";"2020JJ00";;;;;;;;;;;;;;;
"15884";"GM0305";"2002JJ00";"8524";"134";"50";"323";"278";"45";"338";"304";"34";"2";"71";"0.83";"71";"0.83";"8595"
"15897";"GM0305";"2003JJ00";"8595";"106";"46";"323";"277";"46";"355";"313";"42";"1";"29";"0.34";"29";"0.34";"8624"
"15910";"GM0305";"2004JJ00";"8624";"103";"49";"334";"298";"36";"408";"356";"52";"-1";"-21";"-0.24";"-21";"-0.24";"8603"
"15923";"GM0305";"2005JJ00";"8603";"99";"56";"407";"377";"30";"394";"344";"50";"11";"67";"0.78";"67";"0.78";"8670"
"15936";"GM0305";"2006JJ00";"8670";"90";"41";"397";"333";"64";"465";"403";"62";"0";"-19";"-0.22";"-19";"-0.22";"8651"
"15949";"GM0305";"2007JJ00";"8651";"106";"33";"406";"352";"54";"443";"391";"52";"1";"37";"0.43";"37";"0.43";"8688"
"15962";"GM0305";"2008JJ00";"8688";"80";"48";"384";"314";"70";"432";"376";"56";"8";"-8";"-0.09";"-8";"-0.09";"8680"
"15975";"GM0305";"2009JJ00";"8680";"84";"39";"421";"378";"43";"381";"342";"39";"-1";"84";"0.97";"84";"0.97";"8764"
"15988";"GM0305";"2010JJ00";"8764";"93";"59";"421";"360";"61";"434";"360";"74";"6";"27";"0.31";"27";"0.31";"8791"
"16001";"GM0305";"2011JJ00";;;;;;;;;;;;;;;
"16014";"GM0305";"2012JJ00";;;;;;;;;;;;;;;
"16027";"GM0305";"2013JJ00";;;;;;;;;;;;;;;
"16040";"GM0305";"2014JJ00";;;;;;;;;;;;;;;
"16053";"GM0305";"2015JJ00";;;;;;;;;;;;;;;
"16066";"GM0305";"2016JJ00";;;;;;;;;;;;;;;
"16079";"GM0305";"2017JJ00";;;;;;;;;;;;;;;
"16092";"GM0305";"2018JJ00";;;;;;;;;;;;;;;
"16105";"GM0305";"2019JJ00";;;;;;;;;;;;;;;
"16118";"GM0305";"2020JJ00";;;;;;;;;;;;;;;
"16140";"GM0059";"2002JJ00";"28045";"398";"205";"789";"763";"26";"916";"860";"56";"-9";"57";"0.2";"57";"0.2";"28102"
"16153";"GM0059";"2003JJ00";"28102";"376";"209";"744";"713";"31";"860";"823";"37";"3";"54";"0.19";"54";"0.19";"28156"
"16166";"GM0059";"2004JJ00";"28156";"380";"216";"751";"713";"38";"910";"866";"44";"-27";"-22";"-0.08";"-22";"-0.08";"28134"
"16179";"GM0059";"2005JJ00";"28134";"368";"183";"881";"845";"36";"977";"950";"27";"0";"89";"0.32";"89";"0.32";"28223"
"16192";"GM0059";"2006JJ00";"28223";"346";"234";"809";"774";"35";"1003";"947";"56";"2";"-80";"-0.28";"-80";"-0.28";"28143"
"16205";"GM0059";"2007JJ00";"28143";"366";"208";"791";"751";"40";"1004";"969";"35";"0";"-55";"-0.2";"-55";"-0.2";"28088"
"16218";"GM0059";"2008JJ00";"28088";"363";"182";"774";"725";"49";"912";"893";"19";"8";"51";"0.18";"51";"0.18";"28139"
"16231";"GM0059";"2009JJ00";"28139";"344";"217";"731";"693";"38";"904";"841";"63";"-5";"-51";"-0.18";"-51";"-0.18";"28088"
"16244";"GM0059";"2010JJ00";"28088";"350";"201";"758";"724";"34";"876";"852";"24";"4";"35";"0.12";"35";"0.12";"28123"
"16257";"GM0059";"2011JJ00";"28123";"301";"225";"799";"728";"71";"906";"840";"66";"-1";"-32";"-0.11";"-32";"-0.11";"28091"
"16270";"GM0059";"2012JJ00";"28091";"297";"244";"780";"721";"59";"813";"780";"33";"-1";"19";"0.07";"19";"0.07";"28110"
"16283";"GM0059";"2013JJ00";"28110";"293";"222";"682";"639";"43";"847";"786";"61";"0";"-94";"-0.33";"-94";"-0.33";"28016"
"16296";"GM0059";"2014JJ00";"28016";"277";"214";"765";"721";"44";"861";"820";"41";"0";"-33";"-0.12";"-33";"-0.12";"27983"
"16309";"GM0059";"2015JJ00";"27983";"289";"240";"946";"882";"64";"972";"938";"34";"1";"24";"0.09";"24";"0.09";"28007"
"16322";"GM0059";"2016JJ00";"28007";"295";"274";"950";"921";"29";"1084";"1023";"61";"-1";"-114";"-0.41";"-114";"-0.41";"27893"
"16335";"GM0059";"2017JJ00";"27893";"269";"228";"1022";"988";"34";"1022";"979";"43";"1";"42";"0.15";"42";"0.15";"27935"
"16348";"GM0059";"2018JJ00";"27935";"263";"252";"1024";"962";"62";"1117";"1071";"46";"-1";"-83";"-0.3";"-83";"-0.3";"27852"
"16361";"GM0059";"2019JJ00";"27852";"288";"234";"1090";"1039";"51";"1154";"1089";"65";"1";"-9";"-0.03";"-9";"-0.03";"27843"
"16374";"GM0059";"2020JJ00";"27843";"277";"235";"997";"933";"64";"982";"951";"31";"0";"57";"0.2";"57";"0.2";"27900"
"16396";"GM0482";"2002JJ00";"18388";"276";"170";"504";"467";"37";"586";"552";"34";"13";"37";"0.2";"37";"0.2";"18425"
"16409";"GM0482";"2003JJ00";"18425";"286";"159";"516";"487";"29";"677";"654";"23";"-5";"-39";"-0.21";"-39";"-0.21";"18386"
"16422";"GM0482";"2004JJ00";"18386";"267";"193";"542";"522";"20";"649";"622";"27";"3";"-30";"-0.16";"-30";"-0.16";"18356"
"16435";"GM0482";"2005JJ00";"18356";"246";"175";"690";"656";"34";"695";"648";"47";"4";"70";"0.38";"70";"0.38";"18426"
"16448";"GM0482";"2006JJ00";"18426";"227";"143";"707";"685";"22";"547";"509";"38";"-4";"240";"1.3";"240";"1.3";"18666"
"16461";"GM0482";"2007JJ00";"18666";"238";"182";"582";"539";"43";"579";"544";"35";"-7";"52";"0.28";"52";"0.28";"18718"
"16474";"GM0482";"2008JJ00";"18718";"277";"151";"671";"630";"41";"678";"640";"38";"2";"121";"0.65";"121";"0.65";"18839"
"16487";"GM0482";"2009JJ00";"18839";"243";"168";"635";"582";"53";"537";"496";"41";"2";"175";"0.93";"175";"0.93";"19014"
"16500";"GM0482";"2010JJ00";"19014";"280";"186";"640";"586";"54";"537";"491";"46";"-3";"194";"1.02";"194";"1.02";"19208"
"16513";"GM0482";"2011JJ00";"19208";"256";"149";"723";"658";"65";"570";"520";"50";"-1";"259";"1.35";"259";"1.35";"19467"
"16526";"GM0482";"2012JJ00";"19467";"241";"172";"684";"635";"49";"575";"511";"64";"-2";"176";"0.9";"176";"0.9";"19643"
"16539";"GM0482";"2013JJ00";"19643";"245";"143";"653";"610";"43";"597";"552";"45";"0";"158";"0.8";"158";"0.8";"19801"
"16552";"GM0482";"2014JJ00";"19801";"272";"164";"618";"545";"73";"682";"619";"63";"0";"44";"0.22";"44";"0.22";"19845"
"16565";"GM0482";"2015JJ00";"19845";"247";"184";"740";"657";"83";"693";"618";"75";"0";"110";"0.55";"110";"0.55";"19955"
"16578";"GM0482";"2016JJ00";"19955";"245";"174";"752";"684";"68";"769";"712";"57";"-1";"53";"0.27";"53";"0.27";"20008"
"16591";"GM0482";"2017JJ00";"20008";"236";"185";"790";"709";"81";"832";"777";"55";"-3";"6";"0.03";"6";"0.03";"20014"
"16604";"GM0482";"2018JJ00";"20014";"254";"154";"758";"674";"84";"802";"750";"52";"-1";"55";"0.27";"55";"0.27";"20069"
"16617";"GM0482";"2019JJ00";"20069";"226";"193";"848";"770";"78";"785";"745";"40";"0";"96";"0.48";"96";"0.48";"20165"
"16630";"GM0482";"2020JJ00";"20165";"205";"192";"821";"764";"57";"864";"820";"44";"1";"-29";"-0.14";"-29";"-0.14";"20136"
"16652";"GM0613";"2002JJ00";"18092";"236";"134";"1030";"999";"31";"781";"747";"34";"294";"645";"3.57";"645";"3.57";"18737"
"16665";"GM0613";"2003JJ00";"18737";"254";"162";"1843";"1822";"21";"811";"733";"78";"-254";"870";"4.64";"870";"4.64";"19607"
"16678";"GM0613";"2004JJ00";"19607";"270";"137";"1690";"1653";"37";"828";"779";"49";"4";"999";"5.1";"999";"5.1";"20606"
"16691";"GM0613";"2005JJ00";"20606";"224";"155";"1344";"1314";"30";"965";"865";"100";"5";"453";"2.2";"453";"2.2";"21059"
"16704";"GM0613";"2006JJ00";"21059";"265";"133";"1297";"1245";"52";"970";"885";"85";"5";"464";"2.2";"464";"2.2";"21523"
"16717";"GM0613";"2007JJ00";"21523";"250";"130";"1738";"1661";"77";"929";"890";"39";"1";"930";"4.32";"930";"4.32";"22453"
"16730";"GM0613";"2008JJ00";"22453";"284";"171";"1419";"1362";"57";"1016";"978";"38";"5";"521";"2.32";"521";"2.32";"22974"
"16743";"GM0613";"2009JJ00";"22974";"258";"183";"2034";"1965";"69";"894";"850";"44";"2";"1217";"5.3";"1217";"5.3";"24191"
"16756";"GM0613";"2010JJ00";"24191";"282";"175";"1370";"1297";"73";"992";"907";"85";"-2";"483";"2";"483";"2";"24674"
"16769";"GM0613";"2011JJ00";"24674";"272";"145";"1191";"1116";"75";"984";"917";"67";"-5";"329";"1.33";"329";"1.33";"25003"
"16782";"GM0613";"2012JJ00";"25003";"264";"187";"1061";"972";"89";"1040";"999";"41";"0";"98";"0.39";"98";"0.39";"25101"
"16795";"GM0613";"2013JJ00";"25101";"257";"164";"980";"908";"72";"1105";"1060";"45";"0";"-32";"-0.13";"-32";"-0.13";"25069"
"16808";"GM0613";"2014JJ00";"25069";"268";"166";"1171";"1113";"58";"1196";"1142";"54";"2";"79";"0.32";"79";"0.32";"25148"
"16821";"GM0613";"2015JJ00";"25148";"217";"178";"1214";"1132";"82";"1419";"1318";"101";"3";"-163";"-0.65";"-163";"-0.65";"24985"
"16834";"GM0613";"2016JJ00";"24985";"236";"182";"1600";"1500";"100";"1531";"1415";"116";"-3";"120";"0.48";"120";"0.48";"25105"
"16847";"GM0613";"2017JJ00";"25105";"229";"172";"1518";"1439";"79";"1461";"1334";"127";"-1";"113";"0.45";"113";"0.45";"25218"
"16860";"GM0613";"2018JJ00";"25218";"209";"191";"1384";"1280";"104";"1348";"1268";"80";"-1";"53";"0.21";"53";"0.21";"25271"
"16873";"GM0613";"2019JJ00";"25271";"209";"157";"1618";"1521";"97";"1350";"1284";"66";"-1";"319";"1.26";"319";"1.26";"25590"
"16886";"GM0613";"2020JJ00";"25590";"226";"207";"1650";"1578";"72";"1447";"1399";"48";"2";"224";"0.88";"224";"0.88";"25814"
"16908";"GM0483";"2002JJ00";"14409";"183";"105";"371";"328";"43";"435";"374";"61";"5";"19";"0.13";"19";"0.13";"14428"
"16921";"GM0483";"2003JJ00";"14428";"154";"89";"364";"310";"54";"376";"335";"41";"0";"53";"0.37";"53";"0.37";"14481"
"16934";"GM0483";"2004JJ00";"14481";"188";"95";"323";"276";"47";"401";"366";"35";"5";"20";"0.14";"20";"0.14";"14501"
"16947";"GM0483";"2005JJ00";"14501";"132";"85";"353";"304";"49";"393";"370";"23";"4";"11";"0.08";"11";"0.08";"14512"
"16960";"GM0483";"2006JJ00";"14512";"152";"83";"371";"344";"27";"421";"380";"41";"5";"24";"0.17";"24";"0.17";"14536"
"16973";"GM0483";"2007JJ00";"14536";"126";"84";"357";"309";"48";"454";"402";"52";"0";"-55";"-0.38";"-55";"-0.38";"14481"
"16986";"GM0483";"2008JJ00";"14481";"129";"69";"532";"469";"63";"460";"439";"21";"15";"147";"1.02";"147";"1.02";"14628"
"16999";"GM0483";"2009JJ00";;;;;;;;;;;;;;;
"17012";"GM0483";"2010JJ00";;;;;;;;;;;;;;;
"17025";"GM0483";"2011JJ00";;;;;;;;;;;;;;;
"17038";"GM0483";"2012JJ00";;;;;;;;;;;;;;;
"17051";"GM0483";"2013JJ00";;;;;;;;;;;;;;;
"17064";"GM0483";"2014JJ00";;;;;;;;;;;;;;;
"17077";"GM0483";"2015JJ00";;;;;;;;;;;;;;;
"17090";"GM0483";"2016JJ00";;;;;;;;;;;;;;;
"17103";"GM0483";"2017JJ00";;;;;;;;;;;;;;;
"17116";"GM0483";"2018JJ00";;;;;;;;;;;;;;;
"17129";"GM0483";"2019JJ00";;;;;;;;;;;;;;;
"17142";"GM0483";"2020JJ00";;;;;;;;;;;;;;;
"17164";"GM0361";"2002JJ00";"92992";"1113";"778";"4365";"3764";"601";"4272";"3936";"336";"-30";"398";"0.43";"398";"0.43";"93390"
"17177";"GM0361";"2003JJ00";"93390";"1140";"821";"4579";"4000";"579";"4165";"3702";"463";"-2";"731";"0.78";"731";"0.78";"94121"
"17190";"GM0361";"2004JJ00";"94121";"1179";"750";"4682";"4178";"504";"4977";"3810";"1167";"11";"145";"0.15";"145";"0.15";"94266"
"17203";"GM0361";"2005JJ00";"94266";"1144";"751";"4576";"4067";"509";"4793";"4016";"777";"13";"189";"0.2";"189";"0.2";"94455"
"17216";"GM0361";"2006JJ00";"94455";"1101";"715";"4504";"3853";"651";"5227";"4298";"929";"56";"-281";"-0.3";"-281";"-0.3";"94174"
"17229";"GM0361";"2007JJ00";"94174";"1073";"724";"4577";"3618";"959";"5248";"4598";"650";"24";"-298";"-0.32";"-298";"-0.32";"93876"
"17242";"GM0361";"2008JJ00";"93876";"1102";"785";"4747";"3754";"993";"5559";"4822";"737";"35";"-460";"-0.49";"-460";"-0.49";"93416"
"17255";"GM0361";"2009JJ00";"93416";"1070";"728";"4562";"3514";"1048";"4491";"3877";"614";"32";"445";"0.48";"445";"0.48";"93861"
"17268";"GM0361";"2010JJ00";"93861";"1112";"717";"4383";"3446";"937";"4692";"4054";"638";"-11";"75";"0.08";"75";"0.08";"93936"
"17281";"GM0361";"2011JJ00";"93936";"1095";"740";"4338";"3525";"813";"4358";"3743";"615";"-2";"333";"0.35";"333";"0.35";"94269"
"17294";"GM0361";"2012JJ00";"94269";"1089";"784";"4554";"3781";"773";"4631";"3855";"776";"8";"236";"0.25";"236";"0.25";"94505"
"17307";"GM0361";"2013JJ00";"94505";"1038";"768";"4401";"3611";"790";"4310";"3771";"539";"0";"361";"0.38";"361";"0.38";"94866"
"17320";"GM0361";"2014JJ00";"94866";"1100";"756";"4616";"3742";"874";"4586";"4062";"524";"8";"382";"0.4";"382";"0.4";"95248"
"17333";"GM0361";"2015JJ00";"107106";"1120";"895";"5754";"4633";"1121";"5460";"4812";"648";"-10";"509";"0.48";"509";"0.48";"107615"
"17346";"GM0361";"2016JJ00";"107615";"1150";"979";"6581";"5475";"1106";"5997";"5259";"738";"3";"758";"0.7";"758";"0.7";"108373"
"17359";"GM0361";"2017JJ00";"108373";"1089";"862";"6110";"5327";"783";"6239";"5619";"620";"-1";"97";"0.09";"97";"0.09";"108470"
"17372";"GM0361";"2018JJ00";"108470";"1076";"898";"5635";"4804";"831";"5716";"4981";"735";"-9";"88";"0.08";"88";"0.08";"108558"
"17385";"GM0361";"2019JJ00";"108558";"1109";"899";"5850";"4964";"886";"5178";"4594";"584";"-4";"878";"0.81";"878";"0.81";"109436"
